Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,YEAR,Value,NumericValue
20794,COUNTRY,TTO,AMR,Americas,2001,41,41.0
157213,COUNTRY,PNG,WPR,Western Pacific,2001,23,23.0
187953,COUNTRY,VNM,WPR,Western Pacific,2001,6.7,6.7
254985,COUNTRY,USA,AMR,Americas,2001,5.2,5.2
403142,COUNTRY,NER,AFR,Africa,2001,28,28.0
504754,COUNTRY,KEN,AFR,Africa,2001,412,412.0
559327,COUNTRY,MDA,EUR,Europe,2001,<25,
561289,COUNTRY,ETH,AFR,Africa,2001,148,148.0
996373,COUNTRY,COD,AFR,Africa,2001,65,65.0
1151691,COUNTRY,TUN,EMR,Eastern Mediterranean,2001,<1,
1248839,COUNTRY,BRB,AMR,Americas,2001,<37,
1499369,COUNTRY,BOL,AMR,Americas,2001,<12,
1647615,COUNTRY,RUS,EUR,Europe,2001,15,15.0
1665085,COUNTRY,ZAF,AFR,Africa,2001,438,438.0
1680749,COUNTRY,BDI,AFR,Africa,2001,191,191.0
1741629,COUNTRY,UGA,AFR,Africa,2001,424,424.0
1780795,COUNTRY,ARG,AMR,Americas,2001,7.7,7.7
1789885,COUNTRY,IND,SEAR,South-East Asia,2001,13,13.0
1914231,COUNTRY,VEN,AMR,Americas,2001,28,28.0
2066086,COUNTRY,CPV,AFR,Africa,2001,<44,
2175353,COUNTRY,SWE,EUR,Europe,2001,0.4,0.4
2410916,COUNTRY,SLV,AMR,Americas,2001,27,27.0
2874087,COUNTRY,AUT,EUR,Europe,2001,0.6,0.6
104711,COUNTRY,THA,SEAR,South-East Asia,2001,97,97.0
2985511,COUNTRY,LSO,AFR,Africa,2001,858,858.0
2973584,COUNTRY,MYS,WPR,Western Pacific,2001,18,18.0
3059539,COUNTRY,EGY,EMR,Eastern Mediterranean,2001,<1,
2310211,COUNTRY,JAM,AMR,Americas,2001,105,105.0
3541090,COUNTRY,LKA,SEAR,South-East Asia,2001,<1,
1656956,COUNTRY,SVN,EUR,Europe,2001,0.4,0.4
1394512,COUNTRY,MWI,AFR,Africa,2001,743,743.0
3656180,COUNTRY,SEN,AFR,Africa,2001,13,13.0
3882022,COUNTRY,SOM,EMR,Eastern Mediterranean,2001,26,26.0
3909002,COUNTRY,URY,AMR,Americas,2001,5.1,5.1
3922021,COUNTRY,GIN,AFR,Africa,2001,37,37.0
1038278,COUNTRY,PRT,EUR,Europe,2001,11,11.0
943571,COUNTRY,MDG,AFR,Africa,2001,29,29.0
4257527,COUNTRY,PAK,EMR,Eastern Mediterranean,2001,<1,
4260433,COUNTRY,ECU,AMR,Americas,2001,22,22.0
4455337,COUNTRY,KHM,WPR,Western Pacific,2001,48,48.0
4540399,COUNTRY,UZB,EUR,Europe,2001,7,7.0
4617324,COUNTRY,GHA,AFR,Africa,2001,100,100.0
850256,COUNTRY,LAO,WPR,Western Pacific,2001,<2,
4824226,COUNTRY,GAB,AFR,Africa,2001,187,187.0
4883051,COUNTRY,ARM,EUR,Europe,2001,<3,
665408,COUNTRY,GUY,AMR,Americas,2001,<27,
4917063,COUNTRY,LBR,AFR,Africa,2001,67,67.0
326004,COUNTRY,COG,AFR,Africa,2001,280,280.0
4981925,COUNTRY,NZL,WPR,Western Pacific,2001,0.1,0.1
5001846,COUNTRY,CIV,AFR,Africa,2001,283,283.0
230532,COUNTRY,MKD,EUR,Europe,2001,0,0.0
5018893,COUNTRY,BTN,SEAR,South-East Asia,2001,<17,
195540,COUNTRY,MMR,SEAR,South-East Asia,2001,20,20.0
