Country,Year,Reported Cholera Deaths
AGO,1975,4
BEN,1975,1
BFA,1975,3
BGD,1975,117
CMR,1975,0
COM,1975,238
CPV,1975,3
DZA,1975,118
ESP,1975,0
FRA,1975,0
GBR,1975,0
GHA,1975,10
IDN,1975,3715
IND,1975,2330
ITA,1975,0
JPN,1975,0
KEN,1975,74
KHM,1975,0
KWT,1975,1
LBR,1975,16
LKA,1975,67
MMR,1975,172
MOZ,1975,3
MYS,1975,8
NGA,1975,1
NPL,1975,0
PHL,1975,15
PRT,1975,8
SAU,1975,48
SGP,1975,0
SYR,1975,6
THA,1975,88
UGA,1975,0
VNM,1975,0
YEM,1975,0
ZWE,1975,33
