Country,Year,Reported Cholera Deaths
BGD,1964,2419
IDN,1964,69
IND,1964,17035
JPN,1964,1
KHM,1964,27
KOR,1964,1
MMR,1964,171
MYS,1964,143
PHL,1964,1518
SGP,1964,3
THA,1964,30
VNM,1964,872
