Country,Year,Cholera Case Fatality Rate
BGD,1966,39.12
IDN,1966,17.65
IND,1966,21.45
IRQ,1966,8.81
KHM,1966,8.06
MMR,1966,6.46
MYS,1966,0
NPL,1966,0
PHL,1966,5.19
THA,1966,5.24
VNM,1966,2
