Country,Year,Cholera Case Fatality Rate
BGD,1963,31.4
CHN,1963,0
IDN,1963,15.51
IND,1963,36.48
JPN,1963,0
KHM,1963,25
KOR,1963,9.16
MMR,1963,25.94
MYS,1963,6.88
PHL,1963,10.88
SGP,1963,7.41
THA,1963,7
