Country,Year,Reported Cholera Cases
BGD,1969,7411
IDN,1969,627
IND,1969,19280
IRN,1969,557
JPN,1969,8
KOR,1969,1538
LAO,1969,448
MMR,1969,205
MYS,1969,70
NPL,1969,226
PAK,1969,717
PHL,1969,1541
SGP,1969,11
THA,1969,961
VNM,1969,2573
