Country,Year,Reported Cholera Deaths
AGO,1990,809
AUS,1990,0
AUT,1990,0
BGD,1990,4
CHN,1990,5
CMR,1990,0
COD,1990,61
DEU,1990,0
DNK,1990,0
DZA,1990,20
ESP,1990,0
FRA,1990,1
FSM,1990,1
GBR,1990,0
GHA,1990,60
IDN,1990,0
IND,1990,83
IRN,1990,3
JOR,1990,0
JPN,1990,0
KHM,1990,0
MAR,1990,137
MOZ,1990,194
MWI,1990,481
MYS,1990,38
NLD,1990,0
NPL,1990,495
NZL,1990,0
ROU,1990,1
RUS,1990,0
SGP,1990,0
STP,1990,9
TUV,1990,0
TZA,1990,81
USA,1990,0
VNM,1990,4
ZMB,1990,315
