Country,Year,Reported Cholera Deaths
AUS,1983,0
BDI,1983,35
BEL,1983,0
BEN,1983,0
CMR,1983,18
COD,1983,245
DZA,1983,9
ESP,1983,0
FRA,1983,0
GBR,1983,0
GHA,1983,819
IDN,1983,346
IND,1983,309
IRN,1983,0
JPN,1983,0
KEN,1983,53
LBR,1983,12
LKA,1983,2
MMR,1983,29
MOZ,1983,447
MWI,1983,49
MYS,1983,38
NGA,1983,2
NLD,1983,0
RWA,1983,5
SGP,1983,0
THA,1983,41
TZA,1983,127
VNM,1983,0
ZAF,1983,63
ZMB,1983,19
