Country,Year,Reported Cholera Deaths
AGO,1973,9
BEN,1973,2
BFA,1973,249
BGD,1973,369
BHR,1973,0
CMR,1973,16
DEU,1973,0
DZA,1973,74
FRA,1973,0
GBR,1973,0
GHA,1973,39
IDN,1973,3058
IND,1973,5406
ITA,1973,23
KHM,1973,14
LBR,1973,27
LKA,1973,13
MLI,1973,32
MMR,1973,24
MOZ,1973,87
MRT,1973,22
MWI,1973,20
MYS,1973,17
NER,1973,16
NGA,1973,27
NPL,1973,0
PHL,1973,447
SGP,1973,0
SWE,1973,0
THA,1973,33
TUN,1973,16
VNM,1973,18
YEM,1973,23
ZAF,1973,0
