Country,Year,Reported Cholera Cases
AUS,1985,2
BDI,1985,259
BEL,1985,1
BFA,1985,1149
CHE,1985,1
CMR,1985,1158
COD,1985,740
DJI,1985,115
GBR,1985,4
GHA,1985,60
GMB,1985,2
GNQ,1985,108
IDN,1985,4732
IND,1985,5808
IRN,1985,1208
JPN,1985,36
KEN,1985,1352
KWT,1985,113
LBR,1985,355
MLI,1985,3759
MOZ,1985,3
MRT,1985,259
MYS,1985,52
NGA,1985,30
PHL,1985,10
RWA,1985,21
SDN,1985,4457
SEN,1985,2988
SGP,1985,27
SOM,1985,10199
THA,1985,899
TZA,1985,1984
VNM,1985,502
ZAF,1985,2742
ZWE,1985,144
