Country,Year,Reported Cholera Deaths
AFG,2003,7
BDI,2003,18
BEN,2003,11
CHN,2003,1
CIV,2003,50
CMR,2003,36
COD,2003,989
COM,2003,0
GAB,2003,0
GHA,2003,4
GIN,2003,1
GNB,2003,2
IND,2003,2
IRN,2003,0
IRQ,2003,0
JPN,2003,0
LBR,2003,38
MDG,2003,0
MLI,2003,119
MOZ,2003,102
MRT,2003,8
MWI,2003,34
NER,2003,11
NGA,2003,87
RWA,2003,0
SGP,2003,0
SOM,2003,56
SWZ,2003,13
TCD,2003,7
TGO,2003,28
TZA,2003,32
UGA,2003,129
ZAF,2003,45
ZMB,2003,29
ZWE,2003,35
