Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,Dim1Type,Dim1,YEAR,Value,NumericValue,Low,High
666455,GLOBAL,GLOBAL,,,SEX,Female,2024,0.14 [0.11 - 0.2],0.14,0.11,0.2
666456,COUNTRY,AFG,EMR,Eastern Mediterranean,SEX,Female,2024,<0.1 [<0.01 - <0.1],0.1,0.01,0.1
666457,COUNTRY,AUS,WPR,Western Pacific,SEX,Female,2024,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
666458,COUNTRY,BGD,SEAR,South-East Asia,SEX,Female,2024,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
666459,COUNTRY,BTN,SEAR,South-East Asia,SEX,Female,2024,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
666460,COUNTRY,KHM,WPR,Western Pacific,SEX,Female,2024,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
666461,COUNTRY,FJI,WPR,Western Pacific,SEX,Female,2024,1.4 [1.1 - 1.9],1.4,1.1,1.9
666462,COUNTRY,IDN,WPR,Western Pacific,SEX,Female,2024,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
666463,COUNTRY,LAO,WPR,Western Pacific,SEX,Female,2024,0.11 [<0.1 - 0.12],0.11,0.1,0.12
666464,COUNTRY,MYS,WPR,Western Pacific,SEX,Female,2024,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
666465,COUNTRY,MDV,SEAR,South-East Asia,SEX,Female,2024,<0.01 [<0.01 - <0.1],0.01,0.01,0.1
666466,COUNTRY,MNG,WPR,Western Pacific,SEX,Female,2024,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
666467,COUNTRY,MMR,SEAR,South-East Asia,SEX,Female,2024,0.13 [0.11 - 0.14],0.13,0.11,0.14
666468,COUNTRY,NPL,SEAR,South-East Asia,SEX,Female,2024,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
666469,COUNTRY,NZL,WPR,Western Pacific,SEX,Female,2024,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
666470,COUNTRY,PAK,EMR,Eastern Mediterranean,SEX,Female,2024,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
666471,COUNTRY,PHL,WPR,Western Pacific,SEX,Female,2024,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
666472,COUNTRY,SGP,WPR,Western Pacific,SEX,Female,2024,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
666473,COUNTRY,LKA,SEAR,South-East Asia,SEX,Female,2024,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
666474,COUNTRY,THA,SEAR,South-East Asia,SEX,Female,2024,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
666475,COUNTRY,TLS,SEAR,South-East Asia,SEX,Female,2024,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
666476,COUNTRY,VNM,WPR,Western Pacific,SEX,Female,2024,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
666477,COUNTRY,BHS,AMR,Americas,SEX,Female,2024,<0.1 [<0.1 - 0.11],0.1,0.1,0.11
666478,COUNTRY,BRB,AMR,Americas,SEX,Female,2024,0.17 [<0.1 - 0.28],0.17,0.1,0.28
666479,COUNTRY,BLZ,AMR,Americas,SEX,Female,2024,0.42 [0.3 - 0.54],0.42,0.3,0.54
666480,COUNTRY,CUB,AMR,Americas,SEX,Female,2024,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
666481,COUNTRY,DOM,AMR,Americas,SEX,Female,2024,0.34 [0.21 - 0.45],0.34,0.21,0.45
666482,COUNTRY,GUY,AMR,Americas,SEX,Female,2024,0.51 [0.34 - 1],0.51,0.34,1.0
666483,COUNTRY,HTI,AMR,Americas,SEX,Female,2024,0.49 [0.34 - 0.74],0.49,0.34,0.74
666484,COUNTRY,JAM,AMR,Americas,SEX,Female,2024,0.34 [0.25 - 0.43],0.34,0.25,0.43
666485,COUNTRY,SUR,AMR,Americas,SEX,Female,2024,0.51 [0.41 - 0.66],0.51,0.41,0.66
666486,COUNTRY,TTO,AMR,Americas,SEX,Female,2024,0.22 [0.18 - 0.28],0.22,0.18,0.28
666487,COUNTRY,AGO,AFR,Africa,SEX,Female,2024,0.78 [0.58 - 1.1],0.78,0.58,1.1
666488,COUNTRY,BWA,AFR,Africa,SEX,Female,2024,2 [1.7 - 2.4],2.0,1.7,2.4
666489,COUNTRY,COM,AFR,Africa,SEX,Female,2024,<0.1 [<0.01 - 0.11],0.1,0.01,0.11
666490,COUNTRY,ERI,AFR,Africa,SEX,Female,2024,0.13 [<0.1 - 0.2],0.13,0.1,0.2
666491,COUNTRY,SWZ,AFR,Africa,SEX,Female,2024,2.9 [2.1 - 4.1],2.9,2.1,4.1
666492,COUNTRY,ETH,AFR,Africa,SEX,Female,2024,0.11 [<0.1 - 0.2],0.11,0.1,0.2
666493,COUNTRY,KEN,AFR,Africa,SEX,Female,2024,0.43 [0.29 - 0.63],0.43,0.29,0.63
666494,COUNTRY,LSO,AFR,Africa,SEX,Female,2024,2.6 [1.8 - 3.6],2.6,1.8,3.6
666495,COUNTRY,MDG,AFR,Africa,SEX,Female,2024,0.65 [0.53 - 0.8],0.65,0.53,0.8
666496,COUNTRY,MWI,AFR,Africa,SEX,Female,2024,0.93 [0.69 - 1.2],0.93,0.69,1.2
666497,COUNTRY,MUS,AFR,Africa,SEX,Female,2024,0.32 [0.23 - 0.43],0.32,0.23,0.43
666498,COUNTRY,MOZ,AFR,Africa,SEX,Female,2024,3.2 [2.4 - 4.3],3.2,2.4,4.3
666499,COUNTRY,NAM,AFR,Africa,SEX,Female,2024,1.9 [1.4 - 2.5],1.9,1.4,2.5
666500,COUNTRY,RWA,AFR,Africa,SEX,Female,2024,0.22 [0.14 - 0.34],0.22,0.14,0.34
666501,COUNTRY,ZAF,AFR,Africa,SEX,Female,2024,3.2 [2.1 - 4.4],3.2,2.1,4.4
666502,COUNTRY,SSD,AFR,Africa,SEX,Female,2024,0.54 [0.32 - 0.78],0.54,0.32,0.78
666503,COUNTRY,UGA,AFR,Africa,SEX,Female,2024,1 [0.69 - 1.4],1.0,0.69,1.4
666504,COUNTRY,TZA,AFR,Africa,SEX,Female,2024,0.83 [0.64 - 1.1],0.83,0.64,1.1
666505,COUNTRY,ZMB,AFR,Africa,SEX,Female,2024,1.6 [1.3 - 2],1.6,1.3,2.0
666506,COUNTRY,ZWE,AFR,Africa,SEX,Female,2024,1.2 [0.96 - 1.6],1.2,0.96,1.6
666507,COUNTRY,ALB,EUR,Europe,SEX,Female,2024,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
666508,COUNTRY,ARM,EUR,Europe,SEX,Female,2024,0.12 [0.1 - 0.13],0.12,0.1,0.13
666509,COUNTRY,AZE,EUR,Europe,SEX,Female,2024,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
666510,COUNTRY,GEO,EUR,Europe,SEX,Female,2024,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
666511,COUNTRY,KAZ,EUR,Europe,SEX,Female,2024,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
666512,COUNTRY,KGZ,EUR,Europe,SEX,Female,2024,0.11 [<0.1 - 0.12],0.11,0.1,0.12
666513,COUNTRY,MNE,EUR,Europe,SEX,Female,2024,<0.1 [<0.01 - <0.1],0.1,0.01,0.1
666514,COUNTRY,MDA,EUR,Europe,SEX,Female,2024,0.24 [0.17 - 0.33],0.24,0.17,0.33
666515,COUNTRY,TJK,EUR,Europe,SEX,Female,2024,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
666516,COUNTRY,ARG,AMR,Americas,SEX,Female,2024,<0.1 [<0.1 - 0.1],0.1,0.1,0.1
666517,COUNTRY,BOL,AMR,Americas,SEX,Female,2024,0.11 [<0.1 - 0.14],0.11,0.1,0.14
666518,COUNTRY,CHL,AMR,Americas,SEX,Female,2024,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
666519,COUNTRY,COL,AMR,Americas,SEX,Female,2024,<0.1 [<0.1 - 0.13],0.1,0.1,0.13
666520,COUNTRY,CRI,AMR,Americas,SEX,Female,2024,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
666521,COUNTRY,ECU,AMR,Americas,SEX,Female,2024,<0.1 [<0.1 - 0.12],0.1,0.1,0.12
666522,COUNTRY,SLV,AMR,Americas,SEX,Female,2024,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
666523,COUNTRY,HND,AMR,Americas,SEX,Female,2024,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
666524,COUNTRY,MEX,AMR,Americas,SEX,Female,2024,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
666525,COUNTRY,PAN,AMR,Americas,SEX,Female,2024,0.2 [0.18 - 0.23],0.2,0.18,0.23
666526,COUNTRY,PRY,AMR,Americas,SEX,Female,2024,0.13 [0.12 - 0.15],0.13,0.12,0.15
666527,COUNTRY,PER,AMR,Americas,SEX,Female,2024,<0.1 [<0.1 - 0.14],0.1,0.1,0.14
666528,COUNTRY,URY,AMR,Americas,SEX,Female,2024,0.15 [0.13 - 0.18],0.15,0.13,0.18
666529,COUNTRY,VEN,AMR,Americas,SEX,Female,2024,0.13 [<0.1 - 0.2],0.13,0.1,0.2
