Country,Year,Reported Cholera Deaths
BGD,1968,614
IDN,1968,22
KHM,1968,1
MMR,1968,0
MYS,1968,3
NPL,1968,17
PAK,1968,55
PHL,1968,89
SGP,1968,0
THA,1968,21
VNM,1968,8
