Country,Year,Reported Cholera Cases
AGO,1973,263
BEN,1973,3
BFA,1973,1118
BGD,1973,1969
BHR,1973,37
CMR,1973,206
DEU,1973,6
DZA,1973,605
FRA,1973,4
GBR,1973,5
GHA,1973,677
IDN,1973,52042
IND,1973,41611
IRN,1973,55
ITA,1973,278
KHM,1973,159
LBR,1973,1336
LKA,1973,118
MLI,1973,219
MMR,1973,386
MOZ,1973,453
MRT,1973,150
MWI,1973,371
MYS,1973,369
NER,1973,121
NGA,1973,157
NPL,1973,7
PHL,1973,2840
SGP,1973,1
SWE,1973,10
THA,1973,844
TUN,1973,656
VNM,1973,1495
YEM,1973,215
ZAF,1973,1
ZWE,1973,1
