Country,Year,Cholera Case Fatality Rate
AUS,1983,0
BDI,1983,6.84
BEL,1983,0
BEN,1983,0
CMR,1983,32.73
COD,1983,8.23
DZA,1983,4.13
ESP,1983,0
FRA,1983,0
GBR,1983,0
GHA,1983,5.78
IDN,1983,2.5
IND,1983,3.62
IRN,1983,0
JPN,1983,0
KEN,1983,5.05
LBR,1983,6.56
LKA,1983,2.33
MMR,1983,2.93
MOZ,1983,4.16
MWI,1983,10.06
MYS,1983,1.73
NGA,1983,1.12
NLD,1983,0
RWA,1983,9.26
SGP,1983,0
THA,1983,2.74
TZA,1983,6.99
VNM,1983,0
ZAF,1983,1.34
ZMB,1983,8.15
