Country,Year,Cholera Case Fatality Rate
AGO,1990,8.49
AUT,1990,0
BGD,1990,4.88
CHN,1990,0.78
CMR,1990,0
COD,1990,13.03
DEU,1990,0
DNK,1990,0
DZA,1990,1.54
ESP,1990,0
FRA,1990,16.67
FSM,1990,2.94
GBR,1990,0
GHA,1990,2.04
IDN,1990,0
IND,1990,2.32
IRN,1990,1.69
JOR,1990,0
JPN,1990,0
KHM,1990,0
MAR,1990,3
MOZ,1990,4.67
MWI,1990,3.57
MYS,1990,1.83
NLD,1990,0
NPL,1990,2.07
NZL,1990,0
ROU,1990,0.37
RUS,1990,0
SGP,1990,0
STP,1990,1.12
TUV,1990,0
TZA,1990,3.63
USA,1990,0
VNM,1990,1.12
ZMB,1990,8.47
