Country,Year,Cholera Case Fatality Rate
BDI,2002,1.39
BEN,2002,4.81
CAN,2002,0
CIV,2002,3.41
CMR,2002,12.12
COD,2002,6.25
COM,2002,2.94
GHA,2002,1.8
GIN,2002,18.03
GNB,2002,0.71
GTM,2002,0
IND,2002,0.29
JPN,2002,0
KEN,2002,3.44
LBR,2002,0
LKA,2002,11.11
MDG,2002,0
MLI,2002,11.11
MOZ,2002,1.4
MRT,2002,0
MWI,2002,2.79
NER,2002,5.08
NGA,2002,2.84
PER,2002,0
SOM,2002,5.73
SWZ,2002,1.49
TGO,2002,5.45
TKM,2002,6.67
TZA,2002,2.49
UGA,2002,5.85
ZAF,2002,0.32
ZMB,2002,3.54
ZWE,2002,6.14
