Country,Year,Reported Cholera Cases
AGO,1987,16222
AUS,1987,1
BGD,1987,523
CHN,1987,4
CMR,1987,94
COD,1987,1150
DZA,1987,1507
ESP,1987,2
FRA,1987,7
GBR,1987,2
GNB,1987,6000
IDN,1987,659
IND,1987,11934
IRN,1987,295
ISR,1987,2
JPN,1987,34
KEN,1987,255
KHM,1987,474
LBR,1987,33
MLI,1987,352
MRT,1987,1578
MYS,1987,1168
NGA,1987,1290
NOR,1987,1
NZL,1987,2
RWA,1987,101
SEN,1987,3150
SGP,1987,63
SLE,1987,557
SWE,1987,1
THA,1987,6353
TZA,1987,1892
UGA,1987,140
USA,1987,6
VNM,1987,216
ZAF,1987,37
