Country,Year,Cholera Case Fatality Rate
AFG,1965,25.23
BGD,1965,60.82
BHR,1965,0
BRN,1965,3.03
IND,1965,29.67
MMR,1965,3.86
MYS,1965,6.25
NPL,1965,13.34
PAK,1965,4.76
PHL,1965,9.78
THA,1965,6.15
VNM,1965,1.67
