Country,Year,Cholera Case Fatality Rate
BGD,1969,21
IDN,1969,41.79
KOR,1969,8.91
LAO,1969,4.69
MMR,1969,16.59
NPL,1969,2.65
PAK,1969,2.37
PHL,1969,6.88
SGP,1969,36.36
THA,1969,4.16
VNM,1969,1.01
