Country,Year,Cholera Case Fatality Rate
AUS,1982,0
BDI,1982,2.17
BEN,1982,0
BRN,1982,0
CIV,1982,0
CMR,1982,60
COD,1982,6.71
DEU,1982,0
ESP,1982,0
ETH,1982,0
FRA,1982,0
GBR,1982,0
GHA,1982,11.09
IDN,1982,5.15
IND,1982,4.57
IRN,1982,0
ISR,1982,0
JPN,1982,0
KEN,1982,2.6
LBR,1982,1.19
LKA,1982,6.8
MOZ,1982,8.65
MYS,1982,3.29
NGA,1982,7.26
PHL,1982,3.33
RWA,1982,1
SGP,1982,0
SWZ,1982,2.42
THA,1982,2.51
TZA,1982,7.96
UGA,1982,25.26
VNM,1982,0
ZAF,1982,1.87
ZMB,1982,9.34
