Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,YEAR,Value,NumericValue
2299646,COUNTRY,AUS,WPR,Western Pacific,1983,0,
2545309,COUNTRY,THA,SEAR,South-East Asia,1983,2.74,
2616124,COUNTRY,DZA,AFR,Africa,1983,4.13,
3230328,COUNTRY,RWA,AFR,Africa,1983,9.26,
3884007,COUNTRY,BDI,AFR,Africa,1983,6.84,
4061853,COUNTRY,IND,SEAR,South-East Asia,1983,3.62,
4253675,COUNTRY,ESP,EUR,Europe,1983,0,
4835674,COUNTRY,NLD,EUR,Europe,1983,0,
5182280,COUNTRY,VNM,WPR,Western Pacific,1983,0,
5519932,COUNTRY,CMR,AFR,Africa,1983,32.73,
6751391,COUNTRY,MOZ,AFR,Africa,1983,4.16,
7106149,COUNTRY,SGP,WPR,Western Pacific,1983,0,
7515557,COUNTRY,ZAF,AFR,Africa,1983,1.34,
7541981,COUNTRY,IDN,WPR,Western Pacific,1983,2.5,
7722752,COUNTRY,JPN,WPR,Western Pacific,1983,0,
7733253,COUNTRY,LBR,AFR,Africa,1983,6.56,
8014477,COUNTRY,COD,AFR,Africa,1983,8.23,
8132122,COUNTRY,FRA,EUR,Europe,1983,0,
8333477,COUNTRY,GHA,AFR,Africa,1983,5.78,
8730748,COUNTRY,LKA,SEAR,South-East Asia,1983,2.33,
8967487,COUNTRY,MWI,AFR,Africa,1983,10.06,
9270493,COUNTRY,NGA,AFR,Africa,1983,1.12,
9567633,COUNTRY,IRN,EMR,Eastern Mediterranean,1983,0,
9689762,COUNTRY,MMR,SEAR,South-East Asia,1983,2.93,
3351542,COUNTRY,GBR,EUR,Europe,1983,0,
3891742,COUNTRY,BEL,EUR,Europe,1983,0,
4709491,COUNTRY,KEN,AFR,Africa,1983,5.05,
5019081,COUNTRY,BEN,AFR,Africa,1983,0,
6749098,COUNTRY,MYS,WPR,Western Pacific,1983,1.73,
8140575,COUNTRY,ZMB,AFR,Africa,1983,8.15,
9255341,COUNTRY,TZA,AFR,Africa,1983,6.99,
