Country,Year,Reported Cholera Deaths
AFG,1965,55
BGD,1965,683
BHR,1965,0
BRN,1965,6
IND,1965,12664
MMR,1965,8
MYS,1965,1
NPL,1965,97
PAK,1965,1
PHL,1965,448
THA,1965,4
VNM,1965,29
