Country,Year,Reported Cholera Cases
AGO,1988,15500
AUS,1988,1
BGD,1988,571
CHE,1988,1
CHN,1988,7267
CMR,1988,4
COD,1988,295
DEU,1988,2
DZA,1988,699
GBR,1988,10
IDN,1988,50
IND,1988,17162
IRN,1988,486
ISR,1988,1
JPN,1988,33
KHM,1988,56
LBR,1988,68
LKA,1988,154
MRT,1988,575
MWI,1988,6
MYS,1988,1324
NGA,1988,137
NLD,1988,1
RWA,1988,70
SEN,1988,390
SGP,1988,19
TGO,1988,1
THA,1988,3418
TZA,1988,5267
USA,1988,9
VNM,1988,343
