Country,Year,Reported Cholera Deaths
BGD,1963,1248
CHN,1963,0
IDN,1963,83
IND,1963,16357
JPN,1963,0
KHM,1963,13
KOR,1963,38
MMR,1963,783
MYS,1963,24
PHL,1963,433
SGP,1963,2
THA,1963,156
