Country,Year,Reported Cholera Deaths
AUS,1984,0
BDI,1984,10
BEL,1984,0
BEN,1984,0
BFA,1984,117
CMR,1984,60
COD,1984,3
DZA,1984,0
FRA,1984,0
GBR,1984,0
GHA,1984,92
GNQ,1984,31
IDN,1984,59
IND,1984,27
IRN,1984,5
JPN,1984,0
KEN,1984,0
LBR,1984,8
MLI,1984,406
MOZ,1984,11
MRT,1984,15
MYS,1984,1
NER,1984,308
NGA,1984,185
RUS,1984,0
RWA,1984,13
SEN,1984,94
SGP,1984,8
SWE,1984,0
THA,1984,19
TZA,1984,338
VNM,1984,0
ZAF,1984,20
