Country,Year,Cholera Case Fatality Rate
BGD,1964,72.58
IDN,1964,21.17
IND,1964,32.13
JPN,1964,50
KHM,1964,14.44
KOR,1964,9.09
MMR,1964,18.55
MYS,1964,27.93
PHL,1964,9.22
SGP,1964,12.5
THA,1964,3.13
VNM,1964,4.32
