Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,Dim1Type,Dim1,YEAR,Value,NumericValue,Low,High
671075,GLOBAL,GLOBAL,,,SEX,Male,2020,0.2 [0.15 - 0.27],0.2,0.15,0.27
671076,COUNTRY,AFG,EMR,Eastern Mediterranean,SEX,Male,2020,<0.1 [<0.01 - 0.21],0.1,0.01,0.21
671077,COUNTRY,AUS,WPR,Western Pacific,SEX,Male,2020,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
671078,COUNTRY,BGD,SEAR,South-East Asia,SEX,Male,2020,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
671079,COUNTRY,BTN,SEAR,South-East Asia,SEX,Male,2020,<0.1 [<0.1 - 0.1],0.1,0.1,0.1
671080,COUNTRY,KHM,WPR,Western Pacific,SEX,Male,2020,0.15 [0.14 - 0.17],0.15,0.14,0.17
671081,COUNTRY,FJI,WPR,Western Pacific,SEX,Male,2020,1.1 [0.83 - 1.4],1.1,0.83,1.4
671082,COUNTRY,IDN,WPR,Western Pacific,SEX,Male,2020,0.15 [0.13 - 0.16],0.15,0.13,0.16
671083,COUNTRY,LAO,WPR,Western Pacific,SEX,Male,2020,0.25 [0.23 - 0.28],0.25,0.23,0.28
671084,COUNTRY,MYS,WPR,Western Pacific,SEX,Male,2020,0.16 [0.14 - 0.18],0.16,0.14,0.18
671085,COUNTRY,MDV,SEAR,South-East Asia,SEX,Male,2020,<0.01 [<0.01 - <0.1],0.01,0.01,0.1
671086,COUNTRY,MNG,WPR,Western Pacific,SEX,Male,2020,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
671087,COUNTRY,MMR,SEAR,South-East Asia,SEX,Male,2020,0.26 [0.23 - 0.28],0.26,0.23,0.28
671088,COUNTRY,NPL,SEAR,South-East Asia,SEX,Male,2020,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
671089,COUNTRY,NZL,WPR,Western Pacific,SEX,Male,2020,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
671090,COUNTRY,PAK,EMR,Eastern Mediterranean,SEX,Male,2020,0.21 [0.19 - 0.22],0.21,0.19,0.22
671091,COUNTRY,PHL,WPR,Western Pacific,SEX,Male,2020,0.3 [0.25 - 0.35],0.3,0.25,0.35
671092,COUNTRY,SGP,WPR,Western Pacific,SEX,Male,2020,<0.1 [<0.1 - 0.11],0.1,0.1,0.11
671093,COUNTRY,LKA,SEAR,South-East Asia,SEX,Male,2020,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
671094,COUNTRY,THA,SEAR,South-East Asia,SEX,Male,2020,0.23 [0.21 - 0.26],0.23,0.21,0.26
671095,COUNTRY,TLS,SEAR,South-East Asia,SEX,Male,2020,0.14 [0.12 - 0.17],0.14,0.12,0.17
671096,COUNTRY,VNM,WPR,Western Pacific,SEX,Male,2020,0.15 [0.14 - 0.17],0.15,0.14,0.17
671097,COUNTRY,BHS,AMR,Americas,SEX,Male,2020,0.23 [0.16 - 0.3],0.23,0.16,0.3
671098,COUNTRY,BRB,AMR,Americas,SEX,Male,2020,0.4 [0.27 - 0.57],0.4,0.27,0.57
671099,COUNTRY,BLZ,AMR,Americas,SEX,Male,2020,0.54 [0.42 - 0.69],0.54,0.42,0.69
671100,COUNTRY,CUB,AMR,Americas,SEX,Male,2020,0.27 [0.19 - 0.33],0.27,0.19,0.33
671101,COUNTRY,DOM,AMR,Americas,SEX,Male,2020,0.5 [0.3 - 0.65],0.5,0.3,0.65
671102,COUNTRY,GUY,AMR,Americas,SEX,Male,2020,0.65 [0.41 - 1.4],0.65,0.41,1.4
671103,COUNTRY,HTI,AMR,Americas,SEX,Male,2020,0.5 [0.39 - 0.66],0.5,0.39,0.66
671104,COUNTRY,JAM,AMR,Americas,SEX,Male,2020,0.52 [0.4 - 0.67],0.52,0.4,0.67
