Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,Dim1Type,Dim1,YEAR,Value,NumericValue,Low,High
670056,GLOBAL,GLOBAL,,,SEX,Male,2013,0.27 [0.21 - 0.36],0.27,0.21,0.36
670057,COUNTRY,AFG,EMR,Eastern Mediterranean,SEX,Male,2013,<0.1 [<0.01 - 0.13],0.1,0.01,0.13
670058,COUNTRY,AUS,WPR,Western Pacific,SEX,Male,2013,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
670059,COUNTRY,BGD,SEAR,South-East Asia,SEX,Male,2013,<0.1 [<0.01 - <0.1],0.1,0.01,0.1
670060,COUNTRY,BTN,SEAR,South-East Asia,SEX,Male,2013,0.1 [<0.1 - 0.12],0.1,0.1,0.12
670061,COUNTRY,KHM,WPR,Western Pacific,SEX,Male,2013,0.16 [0.14 - 0.17],0.16,0.14,0.17
670062,COUNTRY,FJI,WPR,Western Pacific,SEX,Male,2013,0.32 [0.26 - 0.41],0.32,0.26,0.41
670063,COUNTRY,IDN,WPR,Western Pacific,SEX,Male,2013,0.22 [0.2 - 0.24],0.22,0.2,0.24
670064,COUNTRY,LAO,WPR,Western Pacific,SEX,Male,2013,0.23 [0.2 - 0.25],0.23,0.2,0.25
670065,COUNTRY,MYS,WPR,Western Pacific,SEX,Male,2013,0.31 [0.28 - 0.34],0.31,0.28,0.34
670066,COUNTRY,MDV,SEAR,South-East Asia,SEX,Male,2013,<0.01 [<0.01 - <0.1],0.01,0.01,0.1
670067,COUNTRY,MNG,WPR,Western Pacific,SEX,Male,2013,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
670068,COUNTRY,MMR,SEAR,South-East Asia,SEX,Male,2013,0.38 [0.34 - 0.43],0.38,0.34,0.43
670069,COUNTRY,NPL,SEAR,South-East Asia,SEX,Male,2013,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
670070,COUNTRY,NZL,WPR,Western Pacific,SEX,Male,2013,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
670071,COUNTRY,PAK,EMR,Eastern Mediterranean,SEX,Male,2013,0.13 [0.12 - 0.14],0.13,0.12,0.14
670072,COUNTRY,PHL,WPR,Western Pacific,SEX,Male,2013,0.14 [0.12 - 0.17],0.14,0.12,0.17
670073,COUNTRY,SGP,WPR,Western Pacific,SEX,Male,2013,0.15 [0.12 - 0.17],0.15,0.12,0.17
670074,COUNTRY,LKA,SEAR,South-East Asia,SEX,Male,2013,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
670075,COUNTRY,THA,SEAR,South-East Asia,SEX,Male,2013,0.37 [0.33 - 0.41],0.37,0.33,0.41
670076,COUNTRY,TLS,SEAR,South-East Asia,SEX,Male,2013,0.13 [0.11 - 0.15],0.13,0.11,0.15
670077,COUNTRY,VNM,WPR,Western Pacific,SEX,Male,2013,0.2 [0.17 - 0.22],0.2,0.17,0.22
670078,COUNTRY,BHS,AMR,Americas,SEX,Male,2013,0.43 [0.34 - 0.52],0.43,0.34,0.52
670079,COUNTRY,BRB,AMR,Americas,SEX,Male,2013,0.41 [0.3 - 0.52],0.41,0.3,0.52
