Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,Dim1Type,Dim1,YEAR,Value,NumericValue,Low,High
116786,COUNTRY,BRB,AMR,Americas,SEX,Male,1990,0.4 [<0.01 - 0.83],0.4,0.01,0.83
120180,COUNTRY,FIN,EUR,Europe,SEX,Male,1990,No data,,,
241513,COUNTRY,MLT,EUR,Europe,SEX,Male,1990,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
264882,COUNTRY,PRY,AMR,Americas,SEX,Male,1990,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
319090,COUNTRY,HND,AMR,Americas,SEX,Male,1990,0.62 [0.46 - 0.84],0.62,0.46,0.84
328350,COUNTRY,DZA,AFR,Africa,SEX,Male,1990,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
470463,COUNTRY,SDN,EMR,Eastern Mediterranean,SEX,Male,1990,<0.1 [<0.1 - 0.1],0.1,0.1,0.1
478241,COUNTRY,TCD,AFR,Africa,SEX,Male,1990,1.6 [0.97 - 2.7],1.6,0.97,2.7
478921,COUNTRY,TON,WPR,Western Pacific,SEX,Male,1990,No data,,,
500763,COUNTRY,VEN,AMR,Americas,SEX,Male,1990,0.13 [<0.1 - 0.17],0.13,0.1,0.17
606944,COUNTRY,ERI,AFR,Africa,SEX,Male,1990,1.5 [0.88 - 2.9],1.5,0.88,2.9
649800,COUNTRY,TLS,SEAR,South-East Asia,SEX,Male,1990,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
662081,COUNTRY,LAO,WPR,Western Pacific,SEX,Male,1990,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
710530,COUNTRY,MRT,AFR,Africa,SEX,Male,1990,0.28 [0.16 - 0.43],0.28,0.16,0.43
744127,COUNTRY,ARG,AMR,Americas,SEX,Male,1990,0.2 [0.16 - 0.26],0.2,0.16,0.26
755650,COUNTRY,ISL,EUR,Europe,SEX,Male,1990,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
771587,COUNTRY,UZB,EUR,Europe,SEX,Male,1990,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
780599,COUNTRY,BWA,AFR,Africa,SEX,Male,1990,13 [11 - 14],13.0,11.0,14.0
847571,COUNTRY,MHL,WPR,Western Pacific,SEX,Male,1990,No data,,,
896571,COUNTRY,COD,AFR,Africa,SEX,Male,1990,1.5 [1.1 - 2.2],1.5,1.1,2.2
927450,COUNTRY,ROU,EUR,Europe,SEX,Male,1990,<0.1 [<0.1 - 0.13],0.1,0.1,0.13
938337,COUNTRY,RWA,AFR,Africa,SEX,Male,1990,4 [2.7 - 5.4],4.0,2.7,5.4
986052,COUNTRY,KIR,WPR,Western Pacific,SEX,Male,1990,No data,,,
992201,COUNTRY,IDN,SEAR,South-East Asia,SEX,Male,1990,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
997229,COUNTRY,KNA,AMR,Americas,SEX,Male,1990,No data,,,
1004815,COUNTRY,MDG,AFR,Africa,SEX,Male,1990,No data,,,
1026335,COUNTRY,QAT,EMR,Eastern Mediterranean,SEX,Male,1990,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
1038020,COUNTRY,IRL,EUR,Europe,SEX,Male,1990,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1044933,COUNTRY,TUR,EUR,Europe,SEX,Male,1990,No data,,,
1109589,COUNTRY,COL,AMR,Americas,SEX,Male,1990,0.21 [0.16 - 0.3],0.21,0.16,0.3
1510084,COUNTRY,MUS,AFR,Africa,SEX,Male,1990,<0.1 [<0.01 - 0.29],0.1,0.01,0.29
1553855,COUNTRY,YEM,EMR,Eastern Mediterranean,SEX,Male,1990,<0.01 [<0.01 - <0.1],0.01,0.01,0.1
1615084,COUNTRY,CUB,AMR,Americas,SEX,Male,1990,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1649416,COUNTRY,THA,SEAR,South-East Asia,SEX,Male,1990,4.9 [4.3 - 5.6],4.9,4.3,5.6
1654858,COUNTRY,IND,SEAR,South-East Asia,SEX,Male,1990,No data,,,
1692227,COUNTRY,NZL,WPR,Western Pacific,SEX,Male,1990,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1710060,COUNTRY,LUX,EUR,Europe,SEX,Male,1990,0.13 [0.1 - 0.16],0.13,0.1,0.16
1721634,COUNTRY,UGA,AFR,Africa,SEX,Male,1990,6.5 [5.8 - 7.6],6.5,5.8,7.6
1730675,COUNTRY,NOR,EUR,Europe,SEX,Male,1990,No data,,,
1755145,COUNTRY,VUT,WPR,Western Pacific,SEX,Male,1990,No data,,,
1786947,REGION,AFR,,,SEX,Male,1990,3.1 [2.3 - 4.2],3.1,2.3,4.2
1890363,COUNTRY,KEN,AFR,Africa,SEX,Male,1990,8 [4.6 - 13],8.0,4.6,13.0
1938738,COUNTRY,NAM,AFR,Africa,SEX,Male,1990,3.7 [3.1 - 4.6],3.7,3.1,4.6
