Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,Dim1Type,Dim1,YEAR,Value,NumericValue,Low,High
37176,COUNTRY,MAR,EMR,Eastern Mediterranean,SEX,Female,2012,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
39228,COUNTRY,MKD,EUR,Europe,SEX,Female,2012,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
229547,COUNTRY,MWI,AFR,Africa,SEX,Female,2012,3.8 [3.3 - 4.4],3.8,3.3,4.4
247715,COUNTRY,SAU,EMR,Eastern Mediterranean,SEX,Female,2012,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
272638,COUNTRY,AZE,EUR,Europe,SEX,Female,2012,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
358881,COUNTRY,IRL,EUR,Europe,SEX,Female,2012,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
360091,COUNTRY,COK,WPR,Western Pacific,SEX,Female,2012,No data,,,
388967,COUNTRY,BHS,AMR,Americas,SEX,Female,2012,0.28 [0.24 - 0.36],0.28,0.24,0.36
432666,COUNTRY,CMR,AFR,Africa,SEX,Female,2012,No data,,,
520150,COUNTRY,GIN,AFR,Africa,SEX,Female,2012,0.87 [0.71 - 1.1],0.87,0.71,1.1
643965,COUNTRY,ESP,EUR,Europe,SEX,Female,2012,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
649894,COUNTRY,MCO,EUR,Europe,SEX,Female,2012,No data,,,
701610,COUNTRY,NIC,AMR,Americas,SEX,Female,2012,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
789500,COUNTRY,ZAF,AFR,Africa,SEX,Female,2012,7.7 [6.8 - 8.5],7.7,6.8,8.5
820286,COUNTRY,SWZ,AFR,Africa,SEX,Female,2012,19 [17 - 22],19.0,17.0,22.0
839019,COUNTRY,ZWE,AFR,Africa,SEX,Female,2012,6 [4 - 8.5],6.0,4.0,8.5
879223,COUNTRY,AGO,AFR,Africa,SEX,Female,2012,1.3 [1.1 - 1.6],1.3,1.1,1.6
913230,COUNTRY,RUS,EUR,Europe,SEX,Female,2012,No data,,,
965703,COUNTRY,FIN,EUR,Europe,SEX,Female,2012,No data,,,
1008253,COUNTRY,MDG,AFR,Africa,SEX,Female,2012,No data,,,
1031526,REGION,EUR,,,SEX,Female,2012,0.1 [<0.1 - 0.12],0.1,0.1,0.12
1075596,COUNTRY,WSM,WPR,Western Pacific,SEX,Female,2012,No data,,,
1076834,COUNTRY,KNA,AMR,Americas,SEX,Female,2012,No data,,,
1085414,COUNTRY,PLW,WPR,Western Pacific,SEX,Female,2012,No data,,,
1113387,COUNTRY,GHA,AFR,Africa,SEX,Female,2012,0.94 [0.73 - 1.2],0.94,0.73,1.2
