Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,Dim1Type,Dim1,YEAR,Value,NumericValue,Low,High
15490,COUNTRY,NAM,AFR,Africa,SEX,Both,2016,3.7 [3.1 - 4.7],3.7,3.1,4.7
20295,COUNTRY,ZWE,AFR,Africa,SEX,Both,2016,3.2 [2.2 - 4.6],3.2,2.2,4.6
128191,COUNTRY,PER,AMR,Americas,SEX,Both,2016,0.17 [0.14 - 0.21],0.17,0.14,0.21
173845,COUNTRY,EGY,EMR,Eastern Mediterranean,SEX,Both,2016,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
178140,COUNTRY,NIC,AMR,Americas,SEX,Both,2016,<0.1 [<0.1 - 0.12],0.1,0.1,0.12
313615,COUNTRY,KHM,WPR,Western Pacific,SEX,Both,2016,0.1 [<0.1 - 0.11],0.1,0.1,0.11
415895,COUNTRY,IDN,SEAR,South-East Asia,SEX,Both,2016,0.15 [0.14 - 0.16],0.15,0.14,0.16
633402,COUNTRY,SMR,EUR,Europe,SEX,Both,2016,No data,,,
636628,REGION,EMR,,,SEX,Both,2016,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
645408,COUNTRY,NPL,SEAR,South-East Asia,SEX,Both,2016,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
682974,COUNTRY,MUS,AFR,Africa,SEX,Both,2016,0.69 [0.55 - 0.86],0.69,0.55,0.86
687095,COUNTRY,SGP,WPR,Western Pacific,SEX,Both,2016,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
804374,COUNTRY,VCT,AMR,Americas,SEX,Both,2016,No data,,,
846234,COUNTRY,BRA,AMR,Americas,SEX,Both,2016,0.24 [0.22 - 0.25],0.24,0.22,0.25
848939,COUNTRY,YEM,EMR,Eastern Mediterranean,SEX,Both,2016,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
916150,COUNTRY,SAU,EMR,Eastern Mediterranean,SEX,Both,2016,<0.01 [<0.01 - <0.1],0.01,0.01,0.1
1227922,COUNTRY,IRQ,EMR,Eastern Mediterranean,SEX,Both,2016,No data,,,
1259566,COUNTRY,KWT,EMR,Eastern Mediterranean,SEX,Both,2016,<0.01 [<0.01 - <0.1],0.01,0.01,0.1
1274598,COUNTRY,AGO,AFR,Africa,SEX,Both,2016,0.8 [0.65 - 1],0.8,0.65,1.0
1406451,COUNTRY,LBY,EMR,Eastern Mediterranean,SEX,Both,2016,No data,,,
1493532,COUNTRY,ARG,AMR,Americas,SEX,Both,2016,0.13 [0.11 - 0.14],0.13,0.11,0.14
1523500,COUNTRY,TTO,AMR,Americas,SEX,Both,2016,No data,,,
1565264,COUNTRY,PNG,WPR,Western Pacific,SEX,Both,2016,0.43 [0.38 - 0.51],0.43,0.38,0.51
1624669,COUNTRY,TUN,EMR,Eastern Mediterranean,SEX,Both,2016,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1690805,COUNTRY,COL,AMR,Americas,SEX,Both,2016,0.26 [0.18 - 0.4],0.26,0.18,0.4
1718897,COUNTRY,JPN,WPR,Western Pacific,SEX,Both,2016,No data,,,
1775064,COUNTRY,MWI,AFR,Africa,SEX,Both,2016,2.1 [1.8 - 2.6],2.1,1.8,2.6
1807126,COUNTRY,BGD,SEAR,South-East Asia,SEX,Both,2016,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
1809685,COUNTRY,TUR,EUR,Europe,SEX,Both,2016,No data,,,
1820654,COUNTRY,GRD,AMR,Americas,SEX,Both,2016,No data,,,
1850808,COUNTRY,GBR,EUR,Europe,SEX,Both,2016,No data,,,
1891067,COUNTRY,JOR,EMR,Eastern Mediterranean,SEX,Both,2016,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
1953333,COUNTRY,VUT,WPR,Western Pacific,SEX,Both,2016,No data,,,
1954637,COUNTRY,BDI,AFR,Africa,SEX,Both,2016,0.24 [0.17 - 0.33],0.24,0.17,0.33
2017983,COUNTRY,NOR,EUR,Europe,SEX,Both,2016,No data,,,
2056291,COUNTRY,ZMB,AFR,Africa,SEX,Both,2016,4.6 [4.1 - 5.2],4.6,4.1,5.2
2091662,COUNTRY,MLI,AFR,Africa,SEX,Both,2016,0.41 [0.3 - 0.56],0.41,0.3,0.56
2104393,COUNTRY,GTM,AMR,Americas,SEX,Both,2016,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
2111768,COUNTRY,DJI,EMR,Eastern Mediterranean,SEX,Both,2016,0.34 [0.17 - 0.66],0.34,0.17,0.66
2171668,COUNTRY,TGO,AFR,Africa,SEX,Both,2016,0.56 [0.41 - 0.81],0.56,0.41,0.81
2239632,COUNTRY,GIN,AFR,Africa,SEX,Both,2016,0.72 [0.57 - 0.9],0.72,0.57,0.9
2307603,COUNTRY,GAB,AFR,Africa,SEX,Both,2016,1.2 [0.82 - 1.8],1.2,0.82,1.8
2314633,COUNTRY,SWZ,AFR,Africa,SEX,Both,2016,9.9 [8.6 - 12],9.9,8.6,12.0
2418459,COUNTRY,NIU,WPR,Western Pacific,SEX,Both,2016,No data,,,
2464702,COUNTRY,MDA,EUR,Europe,SEX,Both,2016,0.36 [0.25 - 0.52],0.36,0.25,0.52
2572389,COUNTRY,DOM,AMR,Americas,SEX,Both,2016,0.4 [0.22 - 0.52],0.4,0.22,0.52
2756080,COUNTRY,CAF,AFR,Africa,SEX,Both,2016,No data,,,
2775459,COUNTRY,KAZ,EUR,Europe,SEX,Both,2016,0.15 [0.13 - 0.18],0.15,0.13,0.18
2857373,COUNTRY,BRN,WPR,Western Pacific,SEX,Both,2016,No data,,,
2934434,COUNTRY,BOL,AMR,Americas,SEX,Both,2016,0.18 [0.15 - 0.23],0.18,0.15,0.23
2955068,COUNTRY,SRB,EUR,Europe,SEX,Both,2016,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
2996157,COUNTRY,BHR,EMR,Eastern Mediterranean,SEX,Both,2016,No data,,,
2999359,COUNTRY,COD,AFR,Africa,SEX,Both,2016,0.28 [0.19 - 0.4],0.28,0.19,0.4
3025309,COUNTRY,TCD,AFR,Africa,SEX,Both,2016,0.47 [0.34 - 0.62],0.47,0.34,0.62
3038654,COUNTRY,POL,EUR,Europe,SEX,Both,2016,No data,,,
3164547,COUNTRY,ISR,EUR,Europe,SEX,Both,2016,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
3176303,COUNTRY,LUX,EUR,Europe,SEX,Both,2016,<0.1 [<0.1 - 0.11],0.1,0.1,0.11
3438140,COUNTRY,GUY,AMR,Americas,SEX,Both,2016,0.65 [0.42 - 1.2],0.65,0.42,1.2
3457200,COUNTRY,DZA,AFR,Africa,SEX,Both,2016,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
