Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,Dim1Type,Dim1,YEAR,Value,NumericValue,Low,High
44409,COUNTRY,TZA,AFR,Africa,SEX,Female,2018,2.2 [2 - 2.7],2.2,2.0,2.7
48827,COUNTRY,BHS,AMR,Americas,SEX,Female,2018,0.14 [0.11 - 0.22],0.14,0.11,0.22
51927,COUNTRY,GIN,AFR,Africa,SEX,Female,2018,0.75 [0.56 - 0.96],0.75,0.56,0.96
69371,COUNTRY,TUN,EMR,Eastern Mediterranean,SEX,Female,2018,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
137468,COUNTRY,MWI,AFR,Africa,SEX,Female,2018,1.6 [1.3 - 2.2],1.6,1.3,2.2
166566,COUNTRY,KOR,WPR,Western Pacific,SEX,Female,2018,No data,,,
171196,COUNTRY,MMR,SEAR,South-East Asia,SEX,Female,2018,0.18 [0.16 - 0.2],0.18,0.16,0.2
193083,COUNTRY,MCO,EUR,Europe,SEX,Female,2018,No data,,,
288320,COUNTRY,ZWE,AFR,Africa,SEX,Female,2018,2.3 [1.5 - 3.2],2.3,1.5,3.2
295658,COUNTRY,RWA,AFR,Africa,SEX,Female,2018,0.46 [0.32 - 0.69],0.46,0.32,0.69
297865,COUNTRY,THA,SEAR,South-East Asia,SEX,Female,2018,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
314155,COUNTRY,YEM,EMR,Eastern Mediterranean,SEX,Female,2018,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
495557,COUNTRY,SLB,WPR,Western Pacific,SEX,Female,2018,No data,,,
502536,COUNTRY,CAN,AMR,Americas,SEX,Female,2018,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
601916,COUNTRY,PAK,EMR,Eastern Mediterranean,SEX,Female,2018,No data,,,
620814,COUNTRY,TGO,AFR,Africa,SEX,Female,2018,0.55 [0.38 - 0.83],0.55,0.38,0.83
656220,COUNTRY,ALB,EUR,Europe,SEX,Female,2018,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
720811,COUNTRY,UKR,EUR,Europe,SEX,Female,2018,0.17 [0.12 - 0.22],0.17,0.12,0.22
784769,COUNTRY,NER,AFR,Africa,SEX,Female,2018,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
788517,COUNTRY,LCA,AMR,Americas,SEX,Female,2018,No data,,,
790483,COUNTRY,STP,AFR,Africa,SEX,Female,2018,0.17 [<0.1 - 0.27],0.17,0.1,0.27
915164,COUNTRY,LSO,AFR,Africa,SEX,Female,2018,6.7 [5.4 - 8.6],6.7,5.4,8.6
1078635,COUNTRY,PER,AMR,Americas,SEX,Female,2018,<0.1 [<0.1 - 0.11],0.1,0.1,0.11
1093647,COUNTRY,PHL,WPR,Western Pacific,SEX,Female,2018,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1128642,COUNTRY,IRN,EMR,Eastern Mediterranean,SEX,Female,2018,<0.1 [<0.01 - <0.1],0.1,0.01,0.1
1305020,COUNTRY,KAZ,EUR,Europe,SEX,Female,2018,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1311994,COUNTRY,SWE,EUR,Europe,SEX,Female,2018,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1371583,COUNTRY,CRI,AMR,Americas,SEX,Female,2018,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1407120,COUNTRY,LBY,EMR,Eastern Mediterranean,SEX,Female,2018,No data,,,
1466898,COUNTRY,AFG,EMR,Eastern Mediterranean,SEX,Female,2018,<0.01 [<0.01 - <0.1],0.01,0.01,0.1
1485288,COUNTRY,KGZ,EUR,Europe,SEX,Female,2018,<0.1 [<0.1 - 0.11],0.1,0.1,0.11
1603833,COUNTRY,UGA,AFR,Africa,SEX,Female,2018,1.7 [1.4 - 2.2],1.7,1.4,2.2
1610279,REGION,EMR,,,SEX,Female,2018,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1787792,COUNTRY,FRA,EUR,Europe,SEX,Female,2018,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1795302,COUNTRY,JAM,AMR,Americas,SEX,Female,2018,0.35 [0.28 - 0.45],0.35,0.28,0.45
1825229,COUNTRY,BRN,WPR,Western Pacific,SEX,Female,2018,No data,,,
1898498,COUNTRY,VNM,WPR,Western Pacific,SEX,Female,2018,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1911118,COUNTRY,SWZ,AFR,Africa,SEX,Female,2018,9.9 [8.2 - 12],9.9,8.2,12.0
