Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,YEAR,Value,NumericValue,Low,High
86152,COUNTRY,GMB,AFR,Africa,2004,20 [12-28],20.0,12.0,28.0
626431,COUNTRY,BEL,EUR,Europe,2004,0.71 [0.7-0.72],0.71,0.7,0.72
893594,COUNTRY,BGD,SEAR,South-East Asia,2004,66 [42-96],66.0,42.0,96.0
1061278,COUNTRY,KOR,WPR,Western Pacific,2004,7.2 [6.7-7.8],7.2,6.7,7.8
1247461,COUNTRY,RUS,EUR,Europe,2004,23 [22-24],23.0,22.0,24.0
1354643,COUNTRY,MNG,WPR,Western Pacific,2004,18 [16-19],18.0,16.0,19.0
1500886,COUNTRY,ETH,AFR,Africa,2004,69 [38-109],69.0,38.0,109.0
1567641,COUNTRY,FSM,WPR,Western Pacific,2004,15 [9.8-22],15.0,9.8,22.0
1642729,COUNTRY,NZL,WPR,Western Pacific,2004,0.73 [0.73-0.73],0.73,0.73,0.73
1687866,COUNTRY,CYP,EUR,Europe,2004,0.38 [0.33-0.44],0.38,0.33,0.44
1749886,COUNTRY,PLW,WPR,Western Pacific,2004,2.4 [1.3-3.7],2.4,1.3,3.7
2311045,COUNTRY,LBN,EMR,Eastern Mediterranean,2004,0.81 [0.5-1.2],0.81,0.5,1.2
2417797,COUNTRY,SWE,EUR,Europe,2004,0.56 [0.55-0.57],0.56,0.55,0.57
2545104,COUNTRY,MHL,WPR,Western Pacific,2004,30 [19-42],30.0,19.0,42.0
2563521,COUNTRY,LAO,WPR,Western Pacific,2004,96 [55-148],96.0,55.0,148.0
2582987,COUNTRY,TUV,WPR,Western Pacific,2004,15 [9.3-23],15.0,9.3,23.0
2658017,COUNTRY,CHE,EUR,Europe,2004,0.39 [0.38-0.4],0.39,0.38,0.4
2744456,GLOBAL,GLOBAL,,,2004,26 [24-29],26.0,24.0,29.0
2836978,COUNTRY,MDV,SEAR,South-East Asia,2004,0.92 [0.74-1.1],0.92,0.74,1.1
2871027,COUNTRY,POL,EUR,Europe,2004,2.4 [2.3-2.5],2.4,2.3,2.5
2884715,COUNTRY,LCA,AMR,Americas,2004,3.5 [3.4-3.6],3.5,3.4,3.6
2898873,COUNTRY,ZWE,AFR,Africa,2004,28 [12-52],28.0,12.0,52.0
2984341,COUNTRY,NLD,EUR,Europe,2004,0.5 [0.49-0.51],0.5,0.49,0.51
3005454,COUNTRY,CZE,EUR,Europe,2004,0.68 [0.67-0.68],0.68,0.67,0.68
3146032,COUNTRY,MKD,EUR,Europe,2004,2.9 [2.8-3],2.9,2.8,3.0
3198293,COUNTRY,DNK,EUR,Europe,2004,0.74 [0.72-0.76],0.74,0.72,0.76
3285395,COUNTRY,ITA,EUR,Europe,2004,0.7 [0.69-0.71],0.7,0.69,0.71
3318992,COUNTRY,YEM,EMR,Eastern Mediterranean,2004,17 [12-22],17.0,12.0,22.0
3352241,COUNTRY,BTN,SEAR,South-East Asia,2004,20 [13-29],20.0,13.0,29.0
3458294,COUNTRY,AUT,EUR,Europe,2004,0.56 [0.55-0.56],0.56,0.55,0.56
3504591,COUNTRY,TKM,EUR,Europe,2004,18 [16-21],18.0,16.0,21.0
3519119,COUNTRY,BLZ,AMR,Americas,2004,2.9 [2.8-2.9],2.9,2.8,2.9
3659138,COUNTRY,CPV,AFR,Africa,2004,6.3 [5.4-7.3],6.3,5.4,7.3
3723690,COUNTRY,TUN,EMR,Eastern Mediterranean,2004,1.7 [1.3-2],1.7,1.3,2.0
3852320,COUNTRY,CHN,WPR,Western Pacific,2004,5.4 [4.8-6],5.4,4.8,6.0
4000201,COUNTRY,BRN,WPR,Western Pacific,2004,3.7 [3.5-3.8],3.7,3.5,3.8
4647077,WORLDBANKINCOMEGROUP,WB_UMI,,,2004,11 [11-12],11.0,11.0,12.0
4705203,COUNTRY,KWT,EMR,Eastern Mediterranean,2004,1.2 [1.1-1.2],1.2,1.1,1.2
4852110,COUNTRY,EST,EUR,Europe,2004,7.5 [7.3-7.6],7.5,7.3,7.6
5079908,COUNTRY,LBR,AFR,Africa,2004,40 [21-64],40.0,21.0,64.0
5286848,COUNTRY,NAM,AFR,Africa,2004,72 [28-135],72.0,28.0,135.0
5439041,COUNTRY,SLB,WPR,Western Pacific,2004,10 [6.5-15],10.0,6.5,15.0
5526287,COUNTRY,CHL,AMR,Americas,2004,4.1 [4.1-4.2],4.1,4.1,4.2
5608005,COUNTRY,HND,AMR,Americas,2004,5.6 [4.7-6.7],5.6,4.7,6.7
5839858,WORLDBANKINCOMEGROUP,WB_LI,,,2004,48 [40-57],48.0,40.0,57.0
6026299,COUNTRY,NRU,WPR,Western Pacific,2004,5.1 [3.1-7.6],5.1,3.1,7.6
6027457,COUNTRY,HKG,,,2004,4.3 [4.3-4.3],4.3,4.3,4.3
6073455,COUNTRY,FIN,EUR,Europe,2004,1.3 [1.3-1.3],1.3,1.3,1.3
6314482,REGION,AMR,,,2004,2.7 [2.6-2.9],2.7,2.6,2.9
6448876,COUNTRY,TON,WPR,Western Pacific,2004,1.1 [0.69-1.7],1.1,0.69,1.7
