Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,YEAR,Value,NumericValue
24681,COUNTRY,TGO,AFR,Africa,2006,120 000 [98 000 - 150 000],120000.0
67975,COUNTRY,MEX,AMR,Americas,2006,160 000 [150 000 - 170 000],160000.0
108850,COUNTRY,SLV,AMR,Americas,2006,18 000 [16 000 - 19 000],18000.0
135220,COUNTRY,ARE,EMR,Eastern Mediterranean,2006,<500 [<500 - <500],500.0
199997,COUNTRY,PRK,SEAR,South-East Asia,2006,No data,
255914,COUNTRY,KHM,WPR,Western Pacific,2006,84 000 [74 000 - 94 000],84000.0
279558,COUNTRY,ITA,EUR,Europe,2006,100 000 [91 000 - 110 000],100000.0
307302,COUNTRY,TLS,SEAR,South-East Asia,2006,850 [730 - 1100],850.0
366483,COUNTRY,PAK,EMR,Eastern Mediterranean,2006,28 000 [24 000 - 32 000],28000.0
393049,COUNTRY,PNG,WPR,Western Pacific,2006,24 000 [22 000 - 27 000],24000.0
401197,COUNTRY,MMR,SEAR,South-East Asia,2006,230 000 [200 000 - 250 000],230000.0
507840,COUNTRY,BTN,SEAR,South-East Asia,2006,660 [550 - 790],660.0
552046,COUNTRY,UZB,EUR,Europe,2006,9800 [7000 - 12 000],9800.0
612685,COUNTRY,CIV,AFR,Africa,2006,590 000 [530 000 - 660 000],590000.0
633713,COUNTRY,GMB,AFR,Africa,2006,20 000 [16 000 - 26 000],20000.0
664529,COUNTRY,MLT,EUR,Europe,2006,<500 [<200 - <500],500.0
724647,COUNTRY,BWA,AFR,Africa,2006,300 000 [290 000 - 320 000],300000.0
1034293,COUNTRY,SLE,AFR,Africa,2006,54 000 [46 000 - 64 000],54000.0
1041159,COUNTRY,TJK,EUR,Europe,2006,6400 [5200 - 7900],6400.0
1151854,COUNTRY,NRU,WPR,Western Pacific,2006,No data,
1348269,COUNTRY,GIN,AFR,Africa,2006,92 000 [80 000 - 110 000],92000.0
1413070,COUNTRY,ETH,AFR,Africa,2006,690 000 [580 000 - 840 000],690000.0
1413280,COUNTRY,MRT,AFR,Africa,2006,9600 [8300 - 11 000],9600.0
1496713,COUNTRY,ROU,EUR,Europe,2006,14 000 [13 000 - 15 000],14000.0
1531612,COUNTRY,MDA,EUR,Europe,2006,14 000 [12 000 - 18 000],14000.0
1571897,COUNTRY,UKR,EUR,Europe,2006,250 000 [220 000 - 290 000],250000.0
1573825,COUNTRY,LUX,EUR,Europe,2006,580 [500 - 650],580.0
1609657,COUNTRY,AND,EUR,Europe,2006,No data,
1683221,COUNTRY,HRV,EUR,Europe,2006,930 [790 - 1000],930.0
1711255,COUNTRY,SVK,EUR,Europe,2006,<500 [<500 - <500],500.0
1756657,COUNTRY,PRY,AMR,Americas,2006,8500 [7100 - 10 000],8500.0
1870235,COUNTRY,VCT,AMR,Americas,2006,No data,
1971078,COUNTRY,LBY,EMR,Eastern Mediterranean,2006,2800 [2500 - 3000],2800.0
2058009,COUNTRY,ARG,AMR,Americas,2006,76 000 [70 000 - 81 000],76000.0
2085518,COUNTRY,ZWE,AFR,Africa,2006,1 300 000 [1 200 000 - 1 500 000],1300000.0
2133847,COUNTRY,CHE,EUR,Europe,2006,11 000 [9800 - 12 000],11000.0
2189597,COUNTRY,JPN,WPR,Western Pacific,2006,No data,
2291925,COUNTRY,FRA,EUR,Europe,2006,120 000 [100 000 - 130 000],120000.0
2343597,COUNTRY,KWT,EMR,Eastern Mediterranean,2006,<500 [<200 - <500],500.0
2436203,COUNTRY,QAT,EMR,Eastern Mediterranean,2006,<100 [<100 - <100],100.0
2456351,COUNTRY,SLB,WPR,Western Pacific,2006,No data,
2505279,COUNTRY,GHA,AFR,Africa,2006,300 000 [260 000 - 340 000],300000.0
2517841,COUNTRY,MLI,AFR,Africa,2006,110 000 [96 000 - 130 000],110000.0
2520183,COUNTRY,CPV,AFR,Africa,2006,1900 [1600 - 2100],1900.0
2627070,COUNTRY,LSO,AFR,Africa,2006,260 000 [240 000 - 280 000],260000.0
2713353,COUNTRY,BDI,AFR,Africa,2006,97 000 [86 000 - 110 000],97000.0
2786843,COUNTRY,AUT,EUR,Europe,2006,No data,
2812433,COUNTRY,DNK,EUR,Europe,2006,4800 [4100 - 5400],4800.0
2843948,COUNTRY,LBN,EMR,Eastern Mediterranean,2006,900 [830 - 960],900.0
2845090,COUNTRY,UGA,AFR,Africa,2006,1 100 000 [1 000 000 - 1 100 000],1100000.0
2892800,COUNTRY,RUS,EUR,Europe,2006,No data,
2907749,COUNTRY,MUS,AFR,Africa,2006,8200 [7000 - 9500],8200.0
2963462,REGION,WPR,,,2006,1 200 000 [1 100 000 - 1 300 000],1200000.0
3010450,COUNTRY,EST,EUR,Europe,2006,4900 [4300 - 5400],4900.0
3119919,COUNTRY,VEN,AMR,Americas,2006,96 000 [87 000 - 100 000],96000.0
3156777,COUNTRY,SVN,EUR,Europe,2006,<500 [<500 - <500],500.0
3171420,COUNTRY,VNM,WPR,Western Pacific,2006,180 000 [160 000 - 210 000],180000.0
3225209,COUNTRY,ECU,AMR,Americas,2006,26 000 [23 000 - 30 000],26000.0
3319789,COUNTRY,SWE,EUR,Europe,2006,No data,
3328813,COUNTRY,SYR,EMR,Eastern Mediterranean,2006,<500 [<500 - <500],500.0
3378280,COUNTRY,MDG,AFR,Africa,2006,13 000 [8400 - 20 000],13000.0
3411996,COUNTRY,BHS,AMR,Americas,2006,4300 [4000 - 4600],4300.0
3453372,COUNTRY,MWI,AFR,Africa,2006,900 000 [850 000 - 960 000],900000.0
3462485,COUNTRY,BHR,EMR,Eastern Mediterranean,2006,No data,
3668574,COUNTRY,NOR,EUR,Europe,2006,No data,
3717660,COUNTRY,CHL,AMR,Americas,2006,26 000 [23 000 - 28 000],26000.0
3733716,COUNTRY,IRQ,EMR,Eastern Mediterranean,2006,560 [<500 - 810],560.0
3791487,COUNTRY,GAB,AFR,Africa,2006,42 000 [32 000 - 53 000],42000.0
3818818,COUNTRY,KGZ,EUR,Europe,2006,1600 [1300 - 1900],1600.0
3908122,COUNTRY,TUR,EUR,Europe,2006,No data,
3926189,COUNTRY,PER,AMR,Americas,2006,60 000 [51 000 - 71 000],60000.0
3991170,COUNTRY,MAR,EMR,Eastern Mediterranean,2006,15 000 [13 000 - 17 000],15000.0
4048833,COUNTRY,MYS,WPR,Western Pacific,2006,65 000 [56 000 - 73 000],65000.0
4058816,COUNTRY,BIH,EUR,Europe,2006,<200 [<100 - <200],200.0
4114022,COUNTRY,ZMB,AFR,Africa,2006,820 000 [780 000 - 870 000],820000.0
4147554,COUNTRY,KAZ,EUR,Europe,2006,9700 [8400 - 11 000],9700.0
4202495,COUNTRY,SGP,WPR,Western Pacific,2006,2500 [2200 - 2800],2500.0
4205808,COUNTRY,BEN,AFR,Africa,2006,66 000 [56 000 - 76 000],66000.0
4215549,COUNTRY,COK,WPR,Western Pacific,2006,No data,
4262609,REGION,AFR,,,2006,20 400 000 [18 400 000 - 22 500 000],20400000.0
4265413,COUNTRY,CRI,AMR,Americas,2006,6500 [5800 - 7100],6500.0
4308096,COUNTRY,IDN,SEAR,South-East Asia,2006,280 000 [250 000 - 310 000],280000.0
4355004,COUNTRY,BEL,EUR,Europe,2006,No data,
4361003,COUNTRY,TCD,AFR,Africa,2006,110 000 [90 000 - 140 000],110000.0
4364641,COUNTRY,MNE,EUR,Europe,2006,<200 [<100 - <200],200.0
4436692,COUNTRY,DMA,AMR,Americas,2006,No data,
4442694,COUNTRY,FSM,WPR,Western Pacific,2006,No data,
4471240,COUNTRY,YEM,EMR,Eastern Mediterranean,2006,4400 [3200 - 6000],4400.0
4484802,COUNTRY,CAF,AFR,Africa,2006,No data,
4600325,COUNTRY,JAM,AMR,Americas,2006,26 000 [24 000 - 28 000],26000.0
4636312,COUNTRY,FIN,EUR,Europe,2006,No data,
4656942,COUNTRY,MCO,EUR,Europe,2006,No data,
4708138,COUNTRY,ALB,EUR,Europe,2006,<500 [<500 - 500],500.0
4750201,COUNTRY,GNQ,AFR,Africa,2006,No data,
4791425,COUNTRY,MDV,SEAR,South-East Asia,2006,No data,
4844726,COUNTRY,GUY,AMR,Americas,2006,5700 [4100 - 8400],5700.0
4927211,COUNTRY,IRL,EUR,Europe,2006,3500 [3200 - 3800],3500.0
4960183,COUNTRY,MNG,WPR,Western Pacific,2006,<500 [<500 - <500],500.0
5002202,COUNTRY,COG,AFR,Africa,2006,86 000 [76 000 - 98 000],86000.0
5028736,COUNTRY,DOM,AMR,Americas,2006,74 000 [66 000 - 84 000],74000.0
5051167,COUNTRY,FJI,WPR,Western Pacific,2006,<500 [<500 - 740],500.0
5096467,COUNTRY,WSM,WPR,Western Pacific,2006,No data,
5124774,COUNTRY,EGY,EMR,Eastern Mediterranean,2006,3400 [3100 - 3700],3400.0
5139058,COUNTRY,GRD,AMR,Americas,2006,No data,
5183585,COUNTRY,ISR,EUR,Europe,2006,4800 [4200 - 5300],4800.0
5186166,COUNTRY,COL,AMR,Americas,2006,130 000 [100 000 - 160 000],130000.0
5218305,COUNTRY,ESP,EUR,Europe,2006,120 000 [110 000 - 130 000],120000.0
5294865,COUNTRY,SAU,EMR,Eastern Mediterranean,2006,8200 [7500 - 8800],8200.0
5333966,COUNTRY,GNB,AFR,Africa,2006,36 000 [31 000 - 40 000],36000.0
5407025,COUNTRY,COD,AFR,Africa,2006,570 000 [470 000 - 700 000],570000.0
5526089,COUNTRY,TUV,WPR,Western Pacific,2006,No data,
5530384,COUNTRY,BLR,EUR,Europe,2006,9100 [7600 - 11 000],9100.0
5616145,COUNTRY,SRB,EUR,Europe,2006,1500 [1200 - 1800],1500.0
5664682,COUNTRY,LCA,AMR,Americas,2006,No data,
5762276,COUNTRY,BRN,WPR,Western Pacific,2006,No data,
5908696,COUNTRY,NZL,WPR,Western Pacific,2006,1900 [1600 - 2100],1900.0
5914429,COUNTRY,HND,AMR,Americas,2006,30 000 [27 000 - 32 000],30000.0
5948143,COUNTRY,ISL,EUR,Europe,2006,<200 [<200 - <200],200.0
5951459,COUNTRY,ARM,EUR,Europe,2006,760 [690 - 840],760.0
5955260,COUNTRY,COM,AFR,Africa,2006,<100 [<100 - <200],100.0
6024588,COUNTRY,CMR,AFR,Africa,2006,No data,
6030837,COUNTRY,MHL,WPR,Western Pacific,2006,No data,
6077902,COUNTRY,KOR,WPR,Western Pacific,2006,No data,
6079758,COUNTRY,CAN,AMR,Americas,2006,44 000 [37 000 - 50 000],44000.0
6101193,COUNTRY,VUT,WPR,Western Pacific,2006,No data,
6108833,COUNTRY,BRA,AMR,Americas,2006,520 000 [490 000 - 550 000],520000.0
6132368,COUNTRY,RWA,AFR,Africa,2006,220 000 [210 000 - 240 000],220000.0
6148591,COUNTRY,BGD,SEAR,South-East Asia,2006,4800 [4700 - 4800],4800.0
6185531,COUNTRY,SUR,AMR,Americas,2006,4600 [4100 - 5200],4600.0
6238858,COUNTRY,STP,AFR,Africa,2006,No data,
6252651,COUNTRY,CYP,EUR,Europe,2006,No data,
6263501,COUNTRY,LVA,EUR,Europe,2006,4200 [3800 - 4400],4200.0
6274705,COUNTRY,TZA,AFR,Africa,2006,1 100 000 [1 100 000 - 1 200 000],1100000.0
6315753,COUNTRY,LKA,SEAR,South-East Asia,2006,4000 [3900 - 4100],4000.0
6316897,COUNTRY,OMN,EMR,Eastern Mediterranean,2006,1300 [1100 - 1400],1300.0
6327764,COUNTRY,SOM,EMR,Eastern Mediterranean,2006,20 000 [17 000 - 24 000],20000.0
6392768,COUNTRY,ATG,AMR,Americas,2006,No data,
6404918,COUNTRY,MOZ,AFR,Africa,2006,1 300 000 [1 200 000 - 1 400 000],1300000.0
6464962,COUNTRY,POL,EUR,Europe,2006,No data,
6467152,COUNTRY,IRN,EMR,Eastern Mediterranean,2006,47 000 [34 000 - 62 000],47000.0
6482300,GLOBAL,GLOBAL,,,2006,29 800 000 [26 900 000 - 33 300 000],29800000.0
6520250,COUNTRY,BLZ,AMR,Americas,2006,2400 [2200 - 2600],2400.0
6612118,COUNTRY,NAM,AFR,Africa,2006,190 000 [180 000 - 210 000],190000.0
6692288,COUNTRY,CUB,AMR,Americas,2006,14 000 [12 000 - 16 000],14000.0
6761545,COUNTRY,AGO,AFR,Africa,2006,200 000 [170 000 - 230 000],200000.0
6764499,COUNTRY,ERI,AFR,Africa,2006,23 000 [17 000 - 30 000],23000.0
6784224,COUNTRY,CHN,WPR,Western Pacific,2006,No data,
6794888,COUNTRY,DJI,EMR,Eastern Mediterranean,2006,14 000 [11 000 - 18 000],14000.0
6804580,COUNTRY,SMR,EUR,Europe,2006,No data,
6914836,COUNTRY,LAO,WPR,Western Pacific,2006,6400 [5700 - 7000],6400.0
6918492,COUNTRY,AFG,EMR,Eastern Mediterranean,2006,3100 [1600 - 6700],3100.0
6944644,COUNTRY,BRB,AMR,Americas,2006,1800 [1600 - 2000],1800.0
6959277,COUNTRY,NPL,SEAR,South-East Asia,2006,34 000 [30 000 - 37 000],34000.0
7193549,COUNTRY,KIR,WPR,Western Pacific,2006,No data,
7251687,COUNTRY,LBR,AFR,Africa,2006,43 000 [39 000 - 50 000],43000.0
7280751,COUNTRY,JOR,EMR,Eastern Mediterranean,2006,<200 [<200 - <500],200.0
7288507,COUNTRY,HUN,EUR,Europe,2006,No data,
7288738,COUNTRY,GRC,EUR,Europe,2006,5900 [4900 - 6800],5900.0
7353819,COUNTRY,TKM,EUR,Europe,2006,No data,
7415498,COUNTRY,MKD,EUR,Europe,2006,<100 [<100 - <200],100.0
7416008,COUNTRY,PRT,EUR,Europe,2006,38 000 [34 000 - 41 000],38000.0
7476685,COUNTRY,ZAF,AFR,Africa,2006,5 100 000 [4 600 000 - 5 600 000],5100000.0
7581460,COUNTRY,SYC,AFR,Africa,2006,No data,
7589234,COUNTRY,IND,SEAR,South-East Asia,2006,No data,
7669677,COUNTRY,URY,AMR,Americas,2006,7200 [5700 - 9400],7200.0
7676084,COUNTRY,AUS,WPR,Western Pacific,2006,17 000 [16 000 - 18 000],17000.0
7742099,COUNTRY,DZA,AFR,Africa,2006,6500 [6200 - 6900],6500.0
7800629,COUNTRY,NLD,EUR,Europe,2006,16 000 [14 000 - 18 000],16000.0
7960114,COUNTRY,BGR,EUR,Europe,2006,1700 [1400 - 1900],1700.0
8072914,COUNTRY,SEN,AFR,Africa,2006,42 000 [36 000 - 50 000],42000.0
8151552,REGION,EMR,,,2006,180 000 [150 000 - 230 000],180000.0
8187461,COUNTRY,CZE,EUR,Europe,2006,1500 [1200 - 1700],1500.0
8262791,COUNTRY,LTU,EUR,Europe,2006,1700 [1500 - 1800],1700.0
8309264,COUNTRY,GTM,AMR,Americas,2006,28 000 [27 000 - 30 000],28000.0
8399484,COUNTRY,KEN,AFR,Africa,2006,1 500 000 [1 400 000 - 1 700 000],1500000.0
8426108,COUNTRY,GBR,EUR,Europe,2006,No data,
8446470,COUNTRY,DEU,EUR,Europe,2006,No data,
8451814,COUNTRY,SWZ,AFR,Africa,2006,180 000 [170 000 - 190 000],180000.0
8512238,COUNTRY,GEO,EUR,Europe,2006,1100 [1000 - 1300],1100.0
8532854,REGION,SEAR,,,2006,4 400 000 [3 800 000 - 5 200 000],4400000.0
8535176,COUNTRY,THA,SEAR,South-East Asia,2006,790 000 [700 000 - 880 000],790000.0
8596107,COUNTRY,NGA,AFR,Africa,2006,1 700 000 [1 600 000 - 1 900 000],1700000.0
8706951,COUNTRY,NIU,WPR,Western Pacific,2006,No data,
8729798,REGION,AMR,,,2006,2 400 000 [2 100 000 - 2 700 000],2400000.0
8783490,COUNTRY,BFA,AFR,Africa,2006,130 000 [110 000 - 150 000],130000.0
8795978,COUNTRY,USA,AMR,Americas,2006,No data,
9035898,COUNTRY,BOL,AMR,Americas,2006,18 000 [15 000 - 22 000],18000.0
9107790,REGION,EUR,,,2006,1 300 000 [1 100 000 - 1 400 000],1300000.0
9207220,COUNTRY,HTI,AMR,Americas,2006,110 000 [100 000 - 130 000],110000.0
9290957,COUNTRY,SSD,AFR,Africa,2006,140 000 [110 000 - 190 000],140000.0
9299056,COUNTRY,KNA,AMR,Americas,2006,No data,
9300071,COUNTRY,AZE,EUR,Europe,2006,7000 [5600 - 8900],7000.0
9316281,COUNTRY,TTO,AMR,Americas,2006,No data,
9342557,COUNTRY,SDN,EMR,Eastern Mediterranean,2006,23 000 [18 000 - 31 000],23000.0
9380409,COUNTRY,PLW,WPR,Western Pacific,2006,No data,
9434306,COUNTRY,TUN,EMR,Eastern Mediterranean,2006,3200 [2000 - 5000],3200.0
9479132,COUNTRY,NER,AFR,Africa,2006,46 000 [42 000 - 52 000],46000.0
9516791,COUNTRY,NIC,AMR,Americas,2006,8300 [6400 - 10 000],8300.0
9614035,COUNTRY,TON,WPR,Western Pacific,2006,No data,
9656780,COUNTRY,PHL,WPR,Western Pacific,2006,5600 [4700 - 6400],5600.0
9695845,COUNTRY,PAN,AMR,Americas,2006,16 000 [14 000 - 17 000],16000.0
