Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,YEAR,Value,NumericValue
29085,COUNTRY,VEN,AMR,Americas,2008,110 000 [98 000 - 120 000],110000.0
56160,COUNTRY,NZL,WPR,Western Pacific,2008,2100 [1800 - 2400],2100.0
178111,COUNTRY,UZB,EUR,Europe,2008,17 000 [13 000 - 19 000],17000.0
358283,COUNTRY,MDG,AFR,Africa,2008,18 000 [13 000 - 24 000],18000.0
433342,COUNTRY,SDN,EMR,Eastern Mediterranean,2008,25 000 [19 000 - 32 000],25000.0
434955,COUNTRY,RUS,EUR,Europe,2008,No data,
491421,COUNTRY,MNG,WPR,Western Pacific,2008,<500 [<500 - <500],500.0
515707,COUNTRY,NPL,SEAR,South-East Asia,2008,34 000 [30 000 - 38 000],34000.0
535804,COUNTRY,NRU,WPR,Western Pacific,2008,No data,
538191,COUNTRY,SVN,EUR,Europe,2008,<500 [<500 - <500],500.0
557125,COUNTRY,DMA,AMR,Americas,2008,No data,
597607,COUNTRY,JOR,EMR,Eastern Mediterranean,2008,<500 [<200 - <500],500.0
603183,COUNTRY,BGR,EUR,Europe,2008,1800 [1500 - 2100],1800.0
668804,COUNTRY,IND,SEAR,South-East Asia,2008,No data,
773310,COUNTRY,BTN,SEAR,South-East Asia,2008,740 [640 - 850],740.0
826458,COUNTRY,TGO,AFR,Africa,2008,120 000 [98 000 - 140 000],120000.0
868320,COUNTRY,ARG,AMR,Americas,2008,84 000 [78 000 - 89 000],84000.0
999933,COUNTRY,HRV,EUR,Europe,2008,1100 [890 - 1200],1100.0
1030561,COUNTRY,BRN,WPR,Western Pacific,2008,No data,
1066134,COUNTRY,GAB,AFR,Africa,2008,44 000 [35 000 - 54 000],44000.0
1070320,COUNTRY,MHL,WPR,Western Pacific,2008,No data,
1185907,COUNTRY,MUS,AFR,Africa,2008,8900 [7900 - 10 000],8900.0
1206432,COUNTRY,SYR,EMR,Eastern Mediterranean,2008,<500 [<500 - <500],500.0
1233674,COUNTRY,BWA,AFR,Africa,2008,310 000 [300 000 - 330 000],310000.0
1248103,COUNTRY,TUN,EMR,Eastern Mediterranean,2008,3800 [2400 - 5700],3800.0
1311501,COUNTRY,SLE,AFR,Africa,2008,56 000 [49 000 - 65 000],56000.0
1443751,COUNTRY,PHL,WPR,Western Pacific,2008,10 000 [8800 - 12 000],10000.0
1570982,COUNTRY,VNM,WPR,Western Pacific,2008,200 000 [170 000 - 220 000],200000.0
1614207,COUNTRY,COD,AFR,Africa,2008,550 000 [460 000 - 670 000],550000.0
1667677,COUNTRY,KIR,WPR,Western Pacific,2008,No data,
1739901,COUNTRY,GHA,AFR,Africa,2008,300 000 [250 000 - 340 000],300000.0
1762768,COUNTRY,CAN,AMR,Americas,2008,46 000 [39 000 - 52 000],46000.0
1790708,COUNTRY,DNK,EUR,Europe,2008,5000 [4300 - 5600],5000.0
1824922,COUNTRY,FSM,WPR,Western Pacific,2008,No data,
1875787,COUNTRY,GEO,EUR,Europe,2008,1800 [1600 - 2000],1800.0
1901467,COUNTRY,NLD,EUR,Europe,2008,18 000 [16 000 - 19 000],18000.0
1901979,COUNTRY,FJI,WPR,Western Pacific,2008,520 [<500 - 810],520.0
1979175,COUNTRY,HUN,EUR,Europe,2008,No data,
2010428,COUNTRY,KNA,AMR,Americas,2008,No data,
2101293,COUNTRY,OMN,EMR,Eastern Mediterranean,2008,1400 [1200 - 1500],1400.0
2115549,COUNTRY,CIV,AFR,Africa,2008,550 000 [500 000 - 610 000],550000.0
2163532,COUNTRY,COM,AFR,Africa,2008,<100 [<100 - <200],100.0
2244898,COUNTRY,ITA,EUR,Europe,2008,110 000 [98 000 - 120 000],110000.0
2245325,COUNTRY,ESP,EUR,Europe,2008,120 000 [110 000 - 140 000],120000.0
2451882,COUNTRY,LAO,WPR,Western Pacific,2008,7900 [7100 - 8700],7900.0
2475994,COUNTRY,SUR,AMR,Americas,2008,4900 [4300 - 5400],4900.0
2504443,COUNTRY,ZAF,AFR,Africa,2008,5 500 000 [5 000 000 - 6 000 000],5500000.0
2581919,COUNTRY,ZWE,AFR,Africa,2008,1 300 000 [1 200 000 - 1 400 000],1300000.0
2595933,COUNTRY,MLI,AFR,Africa,2008,110 000 [98 000 - 130 000],110000.0
2712822,COUNTRY,CAF,AFR,Africa,2008,No data,
2744095,COUNTRY,CHE,EUR,Europe,2008,12 000 [11 000 - 14 000],12000.0
2754440,COUNTRY,SOM,EMR,Eastern Mediterranean,2008,18 000 [15 000 - 21 000],18000.0
2764991,COUNTRY,BIH,EUR,Europe,2008,<200 [<200 - <200],200.0
2772347,COUNTRY,NGA,AFR,Africa,2008,1 800 000 [1 600 000 - 2 000 000],1800000.0
2788813,COUNTRY,SRB,EUR,Europe,2008,1700 [1400 - 2000],1700.0
2809042,COUNTRY,GIN,AFR,Africa,2008,98 000 [86 000 - 110 000],98000.0
2842886,COUNTRY,SGP,WPR,Western Pacific,2008,3200 [2700 - 3500],3200.0
2862256,COUNTRY,LBR,AFR,Africa,2008,43 000 [38 000 - 49 000],43000.0
2869340,COUNTRY,BLZ,AMR,Americas,2008,2700 [2500 - 2900],2700.0
2891846,COUNTRY,MDV,SEAR,South-East Asia,2008,No data,
2968700,COUNTRY,AUT,EUR,Europe,2008,No data,
2994148,COUNTRY,SMR,EUR,Europe,2008,No data,
3066105,COUNTRY,URY,AMR,Americas,2008,8100 [6500 - 11 000],8100.0
3070901,COUNTRY,BRA,AMR,Americas,2008,580 000 [540 000 - 620 000],580000.0
3114052,COUNTRY,TON,WPR,Western Pacific,2008,No data,
3229004,COUNTRY,FRA,EUR,Europe,2008,130 000 [110 000 - 140 000],130000.0
3436094,COUNTRY,LBN,EMR,Eastern Mediterranean,2008,1100 [1000 - 1200],1100.0
3503198,COUNTRY,ISL,EUR,Europe,2008,<200 [<200 - <200],200.0
3577814,COUNTRY,EST,EUR,Europe,2008,5700 [5000 - 6200],5700.0
3608063,COUNTRY,LSO,AFR,Africa,2008,270 000 [250 000 - 290 000],270000.0
3627320,COUNTRY,GRD,AMR,Americas,2008,No data,
3719249,COUNTRY,DEU,EUR,Europe,2008,No data,
3722946,COUNTRY,MLT,EUR,Europe,2008,<500 [<500 - <500],500.0
3750391,REGION,AMR,,,2008,2 600 000 [2 300 000 - 2 900 000],2600000.0
3754567,COUNTRY,COL,AMR,Americas,2008,140 000 [110 000 - 170 000],140000.0
3769495,COUNTRY,TCD,AFR,Africa,2008,110 000 [91 000 - 140 000],110000.0
3770828,COUNTRY,TUR,EUR,Europe,2008,No data,
3789282,COUNTRY,PER,AMR,Americas,2008,60 000 [52 000 - 70 000],60000.0
3830925,COUNTRY,ZMB,AFR,Africa,2008,880 000 [830 000 - 930 000],880000.0
3918465,COUNTRY,RWA,AFR,Africa,2008,230 000 [210 000 - 250 000],230000.0
3973564,COUNTRY,GMB,AFR,Africa,2008,21 000 [17 000 - 28 000],21000.0
3982582,COUNTRY,SYC,AFR,Africa,2008,No data,
3988416,COUNTRY,LUX,EUR,Europe,2008,670 [590 - 750],670.0
3999039,COUNTRY,ERI,AFR,Africa,2008,22 000 [16 000 - 28 000],22000.0
4069413,COUNTRY,NIC,AMR,Americas,2008,8400 [6700 - 10 000],8400.0
4134797,COUNTRY,CPV,AFR,Africa,2008,2000 [1800 - 2300],2000.0
4165475,COUNTRY,GTM,AMR,Americas,2008,28 000 [27 000 - 31 000],28000.0
4273246,COUNTRY,TLS,SEAR,South-East Asia,2008,930 [800 - 1200],930.0
4354056,GLOBAL,GLOBAL,,,2008,30 800 000 [27 800 000 - 34 400 000],30800000.0
4364184,COUNTRY,BGD,SEAR,South-East Asia,2008,6000 [5900 - 6000],6000.0
4370691,COUNTRY,COK,WPR,Western Pacific,2008,No data,
4529872,COUNTRY,YEM,EMR,Eastern Mediterranean,2008,6000 [4400 - 8100],6000.0
4748102,COUNTRY,BOL,AMR,Americas,2008,19 000 [16 000 - 23 000],19000.0
4760334,COUNTRY,PLW,WPR,Western Pacific,2008,No data,
4831330,COUNTRY,MNE,EUR,Europe,2008,<200 [<200 - <200],200.0
4833010,COUNTRY,TZA,AFR,Africa,2008,1 200 000 [1 100 000 - 1 300 000],1200000.0
4857240,COUNTRY,BHS,AMR,Americas,2008,4300 [4000 - 4600],4300.0
4910640,COUNTRY,MDA,EUR,Europe,2008,15 000 [13 000 - 19 000],15000.0
4952098,COUNTRY,MYS,WPR,Western Pacific,2008,69 000 [61 000 - 77 000],69000.0
5073846,COUNTRY,IRL,EUR,Europe,2008,4100 [3700 - 4400],4100.0
5074254,COUNTRY,MCO,EUR,Europe,2008,No data,
5145180,COUNTRY,LTU,EUR,Europe,2008,1800 [1700 - 2000],1800.0
5214129,COUNTRY,IRN,EMR,Eastern Mediterranean,2008,52 000 [38 000 - 68 000],52000.0
5219663,COUNTRY,PNG,WPR,Western Pacific,2008,28 000 [26 000 - 31 000],28000.0
5391192,COUNTRY,PRK,SEAR,South-East Asia,2008,No data,
5454739,COUNTRY,ATG,AMR,Americas,2008,No data,
5466678,COUNTRY,BHR,EMR,Eastern Mediterranean,2008,No data,
5484174,COUNTRY,CMR,AFR,Africa,2008,No data,
5568148,COUNTRY,BEN,AFR,Africa,2008,65 000 [56 000 - 76 000],65000.0
5576211,COUNTRY,PAN,AMR,Americas,2008,17 000 [16 000 - 18 000],17000.0
5587524,COUNTRY,ETH,AFR,Africa,2008,660 000 [560 000 - 810 000],660000.0
5611057,COUNTRY,ROU,EUR,Europe,2008,14 000 [13 000 - 15 000],14000.0
5615620,REGION,AFR,,,2008,21 000 000 [19 000 000 - 23 200 000],21000000.0
5635571,COUNTRY,NOR,EUR,Europe,2008,No data,
5638873,COUNTRY,HTI,AMR,Americas,2008,110 000 [100 000 - 130 000],110000.0
5652244,COUNTRY,BDI,AFR,Africa,2008,94 000 [84 000 - 110 000],94000.0
5660183,COUNTRY,SSD,AFR,Africa,2008,150 000 [120 000 - 200 000],150000.0
5717104,COUNTRY,GRC,EUR,Europe,2008,6800 [5600 - 7700],6800.0
5818338,COUNTRY,MKD,EUR,Europe,2008,<200 [<100 - <200],200.0
5854867,COUNTRY,SEN,AFR,Africa,2008,42 000 [36 000 - 49 000],42000.0
5918736,COUNTRY,AUS,WPR,Western Pacific,2008,19 000 [17 000 - 20 000],19000.0
5918765,COUNTRY,CUB,AMR,Americas,2008,18 000 [16 000 - 20 000],18000.0
6018535,COUNTRY,AND,EUR,Europe,2008,No data,
6146627,COUNTRY,DJI,EMR,Eastern Mediterranean,2008,13 000 [10 000 - 17 000],13000.0
6159064,COUNTRY,SLV,AMR,Americas,2008,19 000 [18 000 - 21 000],19000.0
6162557,COUNTRY,LBY,EMR,Eastern Mediterranean,2008,3500 [3300 - 3800],3500.0
6175541,COUNTRY,TUV,WPR,Western Pacific,2008,No data,
6215915,COUNTRY,TJK,EUR,Europe,2008,7600 [6300 - 9000],7600.0
6228781,COUNTRY,BLR,EUR,Europe,2008,13 000 [11 000 - 15 000],13000.0
6279067,COUNTRY,KAZ,EUR,Europe,2008,13 000 [11 000 - 15 000],13000.0
6383659,COUNTRY,NER,AFR,Africa,2008,42 000 [38 000 - 47 000],42000.0
6389350,COUNTRY,PRY,AMR,Americas,2008,9900 [8400 - 12 000],9900.0
6391098,COUNTRY,PAK,EMR,Eastern Mediterranean,2008,54 000 [46 000 - 61 000],54000.0
6456022,COUNTRY,GNQ,AFR,Africa,2008,No data,
6583821,COUNTRY,VUT,WPR,Western Pacific,2008,No data,
6741493,COUNTRY,GNB,AFR,Africa,2008,36 000 [32 000 - 41 000],36000.0
6793008,COUNTRY,LCA,AMR,Americas,2008,No data,
6805861,COUNTRY,COG,AFR,Africa,2008,89 000 [78 000 - 100 000],89000.0
6862242,COUNTRY,MWI,AFR,Africa,2008,910 000 [860 000 - 970 000],910000.0
6876068,COUNTRY,VCT,AMR,Americas,2008,No data,
6914106,COUNTRY,CYP,EUR,Europe,2008,No data,
6925759,COUNTRY,WSM,WPR,Western Pacific,2008,No data,
7145378,COUNTRY,QAT,EMR,Eastern Mediterranean,2008,<100 [<100 - <100],100.0
7183604,REGION,SEAR,,,2008,4 200 000 [3 700 000 - 5 000 000],4200000.0
7282011,REGION,EMR,,,2008,210 000 [180 000 - 280 000],210000.0
7287718,COUNTRY,STP,AFR,Africa,2008,No data,
7353300,COUNTRY,MAR,EMR,Eastern Mediterranean,2008,16 000 [14 000 - 18 000],16000.0
7384224,COUNTRY,KOR,WPR,Western Pacific,2008,No data,
7387910,COUNTRY,ALB,EUR,Europe,2008,570 [<500 - 630],570.0
7473949,COUNTRY,JAM,AMR,Americas,2008,25 000 [23 000 - 28 000],25000.0
7505940,COUNTRY,DOM,AMR,Americas,2008,74 000 [66 000 - 84 000],74000.0
7531112,COUNTRY,MRT,AFR,Africa,2008,9300 [8000 - 11 000],9300.0
7583325,COUNTRY,IDN,SEAR,South-East Asia,2008,350 000 [320 000 - 390 000],350000.0
7656784,COUNTRY,UKR,EUR,Europe,2008,250 000 [220 000 - 280 000],250000.0
7779923,COUNTRY,AGO,AFR,Africa,2008,230 000 [200 000 - 260 000],230000.0
7809761,COUNTRY,POL,EUR,Europe,2008,No data,
7809890,COUNTRY,SLB,WPR,Western Pacific,2008,No data,
7823898,COUNTRY,KWT,EMR,Eastern Mediterranean,2008,<500 [<500 - <500],500.0
7830725,COUNTRY,BEL,EUR,Europe,2008,No data,
7840168,COUNTRY,SAU,EMR,Eastern Mediterranean,2008,7700 [7000 - 8300],7700.0
7852254,COUNTRY,CHN,WPR,Western Pacific,2008,No data,
7858802,COUNTRY,PRT,EUR,Europe,2008,40 000 [36 000 - 43 000],40000.0
7927698,REGION,WPR,,,2008,1 300 000 [1 200 000 - 1 400 000],1300000.0
7939813,COUNTRY,BFA,AFR,Africa,2008,120 000 [110 000 - 140 000],120000.0
7953348,COUNTRY,HND,AMR,Americas,2008,28 000 [25 000 - 30 000],28000.0
7962741,COUNTRY,SWZ,AFR,Africa,2008,190 000 [180 000 - 200 000],190000.0
8033323,COUNTRY,ISR,EUR,Europe,2008,5400 [4700 - 5800],5400.0
8067142,COUNTRY,EGY,EMR,Eastern Mediterranean,2008,4700 [4300 - 5100],4700.0
8076006,COUNTRY,KHM,WPR,Western Pacific,2008,83 000 [74 000 - 93 000],83000.0
8153189,COUNTRY,ECU,AMR,Americas,2008,28 000 [25 000 - 32 000],28000.0
8232943,COUNTRY,NAM,AFR,Africa,2008,200 000 [190 000 - 220 000],200000.0
8252833,COUNTRY,AZE,EUR,Europe,2008,7500 [6100 - 9300],7500.0
8312813,COUNTRY,CRI,AMR,Americas,2008,7700 [7000 - 8400],7700.0
8377241,COUNTRY,GUY,AMR,Americas,2008,6200 [4500 - 9500],6200.0
8402001,COUNTRY,ARM,EUR,Europe,2008,1200 [1100 - 1300],1200.0
8516334,REGION,EUR,,,2008,1 400 000 [1 300 000 - 1 600 000],1400000.0
8546998,COUNTRY,LVA,EUR,Europe,2008,4400 [4000 - 4700],4400.0
