Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,YEAR,Value,NumericValue
83725,COUNTRY,ARE,EMR,Eastern Mediterranean,2012,680 [530 - 790],680.0
87739,COUNTRY,CPV,AFR,Africa,2012,2400 [2100 - 2700],2400.0
96300,COUNTRY,BRA,AMR,Americas,2012,690 000 [640 000 - 740 000],690000.0
111768,COUNTRY,WSM,WPR,Western Pacific,2012,No data,
136581,COUNTRY,KEN,AFR,Africa,2012,1 500 000 [1 400 000 - 1 700 000],1500000.0
144529,COUNTRY,IRN,EMR,Eastern Mediterranean,2012,50 000 [37 000 - 68 000],50000.0
178675,COUNTRY,TJK,EUR,Europe,2012,9900 [8400 - 11 000],9900.0
184426,COUNTRY,BFA,AFR,Africa,2012,120 000 [100 000 - 130 000],120000.0
223266,COUNTRY,IDN,SEAR,South-East Asia,2012,480 000 [430 000 - 530 000],480000.0
345971,COUNTRY,DMA,AMR,Americas,2012,No data,
464753,COUNTRY,TUV,WPR,Western Pacific,2012,No data,
502298,COUNTRY,IND,SEAR,South-East Asia,2012,No data,
518276,COUNTRY,NGA,AFR,Africa,2012,1 900 000 [1 800 000 - 2 100 000],1900000.0
519725,REGION,WPR,,,2012,1 500 000 [1 400 000 - 1 600 000],1500000.0
528275,COUNTRY,PER,AMR,Americas,2012,65 000 [56 000 - 74 000],65000.0
567270,COUNTRY,BGD,SEAR,South-East Asia,2012,8500 [8300 - 8600],8500.0
583316,COUNTRY,NOR,EUR,Europe,2012,No data,
601681,COUNTRY,YEM,EMR,Eastern Mediterranean,2012,7900 [5800 - 11 000],7900.0
617946,COUNTRY,CAF,AFR,Africa,2012,No data,
676917,COUNTRY,SUR,AMR,Americas,2012,5400 [4800 - 6100],5400.0
709963,GLOBAL,GLOBAL,,,2012,33 400 000 [30 200 000 - 37 400 000],33400000.0
741787,COUNTRY,IRQ,EMR,Eastern Mediterranean,2012,800 [640 - 990],800.0
912232,COUNTRY,TUR,EUR,Europe,2012,No data,
990729,COUNTRY,TCD,AFR,Africa,2012,110 000 [95 000 - 140 000],110000.0
993002,COUNTRY,ISL,EUR,Europe,2012,<500 [<200 - <500],500.0
1030052,COUNTRY,ZMB,AFR,Africa,2012,1 000 000 [980 000 - 1 100 000],1000000.0
1050745,COUNTRY,GUY,AMR,Americas,2012,7200 [5200 - 11 000],7200.0
1052237,COUNTRY,BEN,AFR,Africa,2012,71 000 [60 000 - 83 000],71000.0
1053346,COUNTRY,AFG,EMR,Eastern Mediterranean,2012,5100 [2400 - 13 000],5100.0
1210418,COUNTRY,KNA,AMR,Americas,2012,No data,
1237600,COUNTRY,MDV,SEAR,South-East Asia,2012,No data,
1273142,COUNTRY,GAB,AFR,Africa,2012,49 000 [41 000 - 57 000],49000.0
1289501,COUNTRY,BLZ,AMR,Americas,2012,3200 [2900 - 3400],3200.0
1312530,COUNTRY,AGO,AFR,Africa,2012,270 000 [240 000 - 320 000],270000.0
1455184,COUNTRY,TUN,EMR,Eastern Mediterranean,2012,5000 [3500 - 7200],5000.0
1493272,COUNTRY,TON,WPR,Western Pacific,2012,No data,
1559149,COUNTRY,GEO,EUR,Europe,2012,3600 [3300 - 3900],3600.0
1595913,COUNTRY,SLB,WPR,Western Pacific,2012,No data,
1661831,COUNTRY,COK,WPR,Western Pacific,2012,No data,
1771782,COUNTRY,BHR,EMR,Eastern Mediterranean,2012,No data,
1969033,REGION,AFR,,,2012,22 700 000 [20 600 000 - 25 200 000],22700000.0
2011528,COUNTRY,CRI,AMR,Americas,2012,11 000 [9700 - 12 000],11000.0
2037881,COUNTRY,NAM,AFR,Africa,2012,220 000 [210 000 - 240 000],220000.0
2080046,COUNTRY,JPN,WPR,Western Pacific,2012,No data,
2093951,COUNTRY,ATG,AMR,Americas,2012,No data,
2109302,COUNTRY,KHM,WPR,Western Pacific,2012,83 000 [74 000 - 93 000],83000.0
2208885,COUNTRY,STP,AFR,Africa,2012,No data,
2288966,COUNTRY,BRB,AMR,Americas,2012,2100 [1900 - 2300],2100.0
2339261,COUNTRY,LBR,AFR,Africa,2012,41 000 [36 000 - 48 000],41000.0
2416895,COUNTRY,KIR,WPR,Western Pacific,2012,No data,
2473942,COUNTRY,PRY,AMR,Americas,2012,13 000 [11 000 - 16 000],13000.0
2510589,COUNTRY,DEU,EUR,Europe,2012,70 000 [56 000 - 83 000],70000.0
2553984,COUNTRY,LCA,AMR,Americas,2012,No data,
2586006,COUNTRY,LUX,EUR,Europe,2012,870 [770 - 980],870.0
2591315,COUNTRY,KAZ,EUR,Europe,2012,21 000 [18 000 - 23 000],21000.0
2620810,COUNTRY,CAN,AMR,Americas,2012,51 000 [43 000 - 58 000],51000.0
2673132,COUNTRY,SDN,EMR,Eastern Mediterranean,2012,28 000 [21 000 - 36 000],28000.0
2674499,COUNTRY,ROU,EUR,Europe,2012,15 000 [13 000 - 16 000],15000.0
2853150,COUNTRY,ARG,AMR,Americas,2012,100 000 [93 000 - 110 000],100000.0
2912544,COUNTRY,EGY,EMR,Eastern Mediterranean,2012,8600 [8000 - 9100],8600.0
2959500,COUNTRY,PRT,EUR,Europe,2012,43 000 [38 000 - 46 000],43000.0
2969456,COUNTRY,PRK,SEAR,South-East Asia,2012,No data,
2975755,COUNTRY,JAM,AMR,Americas,2012,25 000 [23 000 - 28 000],25000.0
2988345,COUNTRY,LVA,EUR,Europe,2012,4900 [4500 - 5200],4900.0
3029261,COUNTRY,MDG,AFR,Africa,2012,28 000 [22 000 - 34 000],28000.0
3076562,COUNTRY,LAO,WPR,Western Pacific,2012,11 000 [10000 - 12 000],11000.0
3165751,COUNTRY,SYR,EMR,Eastern Mediterranean,2012,<500 [<500 - 510],500.0
3168466,COUNTRY,SWE,EUR,Europe,2012,No data,
3235591,COUNTRY,FIN,EUR,Europe,2012,No data,
3239048,COUNTRY,MAR,EMR,Eastern Mediterranean,2012,18 000 [17 000 - 20 000],18000.0
3387525,COUNTRY,LBY,EMR,Eastern Mediterranean,2012,4200 [3900 - 4400],4200.0
3417717,COUNTRY,SEN,AFR,Africa,2012,42 000 [37 000 - 49 000],42000.0
3458668,COUNTRY,NIU,WPR,Western Pacific,2012,No data,
3497911,COUNTRY,DOM,AMR,Americas,2012,74 000 [66 000 - 85 000],74000.0
3867983,COUNTRY,VEN,AMR,Americas,2012,110 000 [100 000 - 120 000],110000.0
3876123,COUNTRY,HND,AMR,Americas,2012,24 000 [22 000 - 25 000],24000.0
4031170,COUNTRY,ZAF,AFR,Africa,2012,6 300 000 [5 700 000 - 6 800 000],6300000.0
4050230,COUNTRY,COM,AFR,Africa,2012,<200 [<100 - <500],200.0
4052955,COUNTRY,BWA,AFR,Africa,2012,340 000 [320 000 - 350 000],340000.0
4070714,COUNTRY,DJI,EMR,Eastern Mediterranean,2012,12 000 [8800 - 16 000],12000.0
4115969,COUNTRY,ALB,EUR,Europe,2012,840 [730 - 940],840.0
4129671,COUNTRY,BIH,EUR,Europe,2012,<500 [<200 - <500],500.0
4202337,COUNTRY,AZE,EUR,Europe,2012,8200 [6800 - 9800],8200.0
4238550,COUNTRY,OMN,EMR,Eastern Mediterranean,2012,2200 [2000 - 2400],2200.0
4277775,COUNTRY,COG,AFR,Africa,2012,99 000 [86 000 - 110 000],99000.0
4334960,COUNTRY,ZWE,AFR,Africa,2012,1 300 000 [1 200 000 - 1 500 000],1300000.0
4373781,COUNTRY,CMR,AFR,Africa,2012,No data,
4373983,COUNTRY,USA,AMR,Americas,2012,No data,
4388316,REGION,SEAR,,,2012,4 100 000 [3 500 000 - 4 800 000],4100000.0
4401054,COUNTRY,KWT,EMR,Eastern Mediterranean,2012,<500 [<500 - <500],500.0
4410703,COUNTRY,NIC,AMR,Americas,2012,8600 [7000 - 11 000],8600.0
4444387,COUNTRY,NRU,WPR,Western Pacific,2012,No data,
4448215,COUNTRY,GTM,AMR,Americas,2012,30 000 [29 000 - 33 000],30000.0
4480403,COUNTRY,MWI,AFR,Africa,2012,960 000 [910 000 - 1 000 000],960000.0
4500236,COUNTRY,JOR,EMR,Eastern Mediterranean,2012,<500 [<500 - <500],500.0
4500534,COUNTRY,MLI,AFR,Africa,2012,120 000 [100 000 - 140 000],120000.0
4533675,COUNTRY,UGA,AFR,Africa,2012,1 200 000 [1 200 000 - 1 300 000],1200000.0
4540891,COUNTRY,ERI,AFR,Africa,2012,19 000 [14 000 - 24 000],19000.0
4583347,COUNTRY,MUS,AFR,Africa,2012,10 000 [9100 - 11 000],10000.0
4710996,COUNTRY,SVN,EUR,Europe,2012,540 [<500 - 630],540.0
4749256,COUNTRY,EST,EUR,Europe,2012,6500 [5800 - 7000],6500.0
4797026,COUNTRY,SOM,EMR,Eastern Mediterranean,2012,14 000 [12 000 - 16 000],14000.0
4877183,COUNTRY,GBR,EUR,Europe,2012,No data,
4881056,COUNTRY,RWA,AFR,Africa,2012,240 000 [220 000 - 260 000],240000.0
4887911,COUNTRY,SYC,AFR,Africa,2012,No data,
4909399,COUNTRY,VNM,WPR,Western Pacific,2012,220 000 [200 000 - 250 000],220000.0
4937792,COUNTRY,FJI,WPR,Western Pacific,2012,820 [620 - 1300],820.0
4954451,COUNTRY,SMR,EUR,Europe,2012,No data,
4985241,COUNTRY,SLE,AFR,Africa,2012,62 000 [55 000 - 71 000],62000.0
5113874,COUNTRY,BTN,SEAR,South-East Asia,2012,890 [780 - 970],890.0
5116018,COUNTRY,ITA,EUR,Europe,2012,130 000 [110 000 - 140 000],130000.0
5124423,COUNTRY,GNB,AFR,Africa,2012,37 000 [34 000 - 42 000],37000.0
5188214,COUNTRY,LSO,AFR,Africa,2012,290 000 [270 000 - 320 000],290000.0
5222861,REGION,AMR,,,2012,2 900 000 [2 600 000 - 3 300 000],2900000.0
5266233,COUNTRY,CYP,EUR,Europe,2012,No data,
5304137,COUNTRY,GRD,AMR,Americas,2012,No data,
5316316,COUNTRY,AUS,WPR,Western Pacific,2012,22 000 [21 000 - 24 000],22000.0
5362369,COUNTRY,FRA,EUR,Europe,2012,150 000 [130 000 - 170 000],150000.0
5426127,COUNTRY,AUT,EUR,Europe,2012,No data,
5537751,COUNTRY,AND,EUR,Europe,2012,No data,
5563733,COUNTRY,MOZ,AFR,Africa,2012,1 700 000 [1 600 000 - 1 800 000],1700000.0
5573531,COUNTRY,GRC,EUR,Europe,2012,9100 [7400 - 10 000],9100.0
5599035,COUNTRY,SVK,EUR,Europe,2012,520 [<500 - 590],520.0
5649420,COUNTRY,ESP,EUR,Europe,2012,130 000 [120 000 - 150 000],130000.0
5747065,COUNTRY,FSM,WPR,Western Pacific,2012,No data,
5788342,COUNTRY,BLR,EUR,Europe,2012,20 000 [17 000 - 24 000],20000.0
5797457,COUNTRY,BRN,WPR,Western Pacific,2012,No data,
5943313,COUNTRY,MMR,SEAR,South-East Asia,2012,250 000 [220 000 - 280 000],250000.0
5994970,COUNTRY,TKM,EUR,Europe,2012,No data,
6032926,COUNTRY,MYS,WPR,Western Pacific,2012,77 000 [70 000 - 84 000],77000.0
6064835,COUNTRY,LTU,EUR,Europe,2012,2300 [2100 - 2500],2300.0
6098188,COUNTRY,MNE,EUR,Europe,2012,<500 [<200 - <500],500.0
6163249,COUNTRY,SRB,EUR,Europe,2012,2300 [1800 - 2600],2300.0
