Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,Dim1Type,Dim1,YEAR,Value,NumericValue,Low,High
66755,COUNTRY,BGD,SEAR,South-East Asia,SEX,Male,1993,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
94346,COUNTRY,SSD,AFR,Africa,SEX,Male,1993,1.6 [0.93 - 2.3],1.6,0.93,2.3
99480,COUNTRY,PER,AMR,Americas,SEX,Male,1993,0.47 [0.38 - 0.6],0.47,0.38,0.6
122983,COUNTRY,MEX,AMR,Americas,SEX,Male,1993,0.2 [0.17 - 0.24],0.2,0.17,0.24
127493,COUNTRY,SUR,AMR,Americas,SEX,Male,1993,0.6 [0.43 - 0.86],0.6,0.43,0.86
217215,COUNTRY,MOZ,AFR,Africa,SEX,Male,1993,4.1 [3.5 - 5],4.1,3.5,5.0
219779,COUNTRY,TCD,AFR,Africa,SEX,Male,1993,1.9 [1.3 - 2.9],1.9,1.3,2.9
224047,COUNTRY,LKA,SEAR,South-East Asia,SEX,Male,1993,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
265004,COUNTRY,CIV,AFR,Africa,SEX,Male,1993,6.2 [5.1 - 7.8],6.2,5.1,7.8
344711,COUNTRY,AUT,EUR,Europe,SEX,Male,1993,No data,,,
350877,COUNTRY,SAU,EMR,Eastern Mediterranean,SEX,Male,1993,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
356605,COUNTRY,TJK,EUR,Europe,SEX,Male,1993,<0.01 [<0.01 - <0.1],0.01,0.01,0.1
400182,COUNTRY,PNG,WPR,Western Pacific,SEX,Male,1993,0.22 [0.17 - 0.28],0.22,0.17,0.28
410487,COUNTRY,YEM,EMR,Eastern Mediterranean,SEX,Male,1993,<0.01 [<0.01 - <0.1],0.01,0.01,0.1
456215,COUNTRY,BRA,AMR,Americas,SEX,Male,1993,0.29 [0.27 - 0.31],0.29,0.27,0.31
471938,REGION,AMR,,,SEX,Male,1993,0.31 [0.25 - 0.38],0.31,0.25,0.38
481629,COUNTRY,USA,AMR,Americas,SEX,Male,1993,No data,,,
505670,COUNTRY,ROU,EUR,Europe,SEX,Male,1993,0.11 [<0.1 - 0.13],0.11,0.1,0.13
505696,COUNTRY,IND,SEAR,South-East Asia,SEX,Male,1993,No data,,,
513519,COUNTRY,MNG,WPR,Western Pacific,SEX,Male,1993,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
585772,COUNTRY,BWA,AFR,Africa,SEX,Male,1993,20 [19 - 23],20.0,19.0,23.0
679159,COUNTRY,MNE,EUR,Europe,SEX,Male,1993,<0.1 [<0.01 - <0.1],0.1,0.01,0.1
741335,REGION,AFR,,,SEX,Male,1993,3.5 [2.6 - 4.8],3.5,2.6,4.8
758408,COUNTRY,BGR,EUR,Europe,SEX,Male,1993,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
876194,COUNTRY,CUB,AMR,Americas,SEX,Male,1993,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
878446,COUNTRY,MLT,EUR,Europe,SEX,Male,1993,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1096959,COUNTRY,GNQ,AFR,Africa,SEX,Male,1993,No data,,,
1477361,COUNTRY,EGY,EMR,Eastern Mediterranean,SEX,Male,1993,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
1542777,COUNTRY,KNA,AMR,Americas,SEX,Male,1993,No data,,,
1617137,COUNTRY,ZAF,AFR,Africa,SEX,Male,1993,7.9 [6.9 - 9.4],7.9,6.9,9.4
1719902,COUNTRY,VNM,WPR,Western Pacific,SEX,Male,1993,0.21 [0.18 - 0.24],0.21,0.18,0.24
1763421,COUNTRY,RUS,EUR,Europe,SEX,Male,1993,No data,,,
1816079,COUNTRY,BFA,AFR,Africa,SEX,Male,1993,1.8 [1.4 - 2.3],1.8,1.4,2.3
1823329,COUNTRY,DJI,EMR,Eastern Mediterranean,SEX,Male,1993,3.3 [2.3 - 4.3],3.3,2.3,4.3
1855134,COUNTRY,GTM,AMR,Americas,SEX,Male,1993,0.37 [0.35 - 0.42],0.37,0.35,0.42
1863496,COUNTRY,PLW,WPR,Western Pacific,SEX,Male,1993,No data,,,
1864524,COUNTRY,HUN,EUR,Europe,SEX,Male,1993,No data,,,
1888869,COUNTRY,KOR,WPR,Western Pacific,SEX,Male,1993,No data,,,
1907326,COUNTRY,TUV,WPR,Western Pacific,SEX,Male,1993,No data,,,
1939576,COUNTRY,LBR,AFR,Africa,SEX,Male,1993,2.1 [1.6 - 3.1],2.1,1.6,3.1
1943400,COUNTRY,SGP,WPR,Western Pacific,SEX,Male,1993,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1972216,COUNTRY,TUN,EMR,Eastern Mediterranean,SEX,Male,1993,<0.1 [<0.01 - <0.1],0.1,0.01,0.1
1972662,COUNTRY,EST,EUR,Europe,SEX,Male,1993,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
1975510,COUNTRY,ZWE,AFR,Africa,SEX,Male,1993,22 [15 - 32],22.0,15.0,32.0
1997317,COUNTRY,WSM,WPR,Western Pacific,SEX,Male,1993,No data,,,
2045020,COUNTRY,CPV,AFR,Africa,SEX,Male,1993,0.48 [0.35 - 0.72],0.48,0.35,0.72
2109625,COUNTRY,SLE,AFR,Africa,SEX,Male,1993,1.1 [0.72 - 1.5],1.1,0.72,1.5
2129928,COUNTRY,COL,AMR,Americas,SEX,Male,1993,0.45 [0.33 - 0.7],0.45,0.33,0.7
