Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,Dim1Type,Dim1,YEAR,Value,NumericValue,Low,High
98610,COUNTRY,PLW,WPR,Western Pacific,SEX,Both,2004,No data,,,
122524,COUNTRY,PAN,AMR,Americas,SEX,Both,2004,0.39 [0.35 - 0.42],0.39,0.35,0.42
156107,COUNTRY,LBN,EMR,Eastern Mediterranean,SEX,Both,2004,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
181932,COUNTRY,CZE,EUR,Europe,SEX,Both,2004,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
235333,COUNTRY,JOR,EMR,Eastern Mediterranean,SEX,Both,2004,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
305922,COUNTRY,PER,AMR,Americas,SEX,Both,2004,0.17 [0.14 - 0.2],0.17,0.14,0.2
344294,COUNTRY,EST,EUR,Europe,SEX,Both,2004,0.56 [0.47 - 0.61],0.56,0.47,0.61
352871,COUNTRY,MKD,EUR,Europe,SEX,Both,2004,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
401631,COUNTRY,SOM,EMR,Eastern Mediterranean,SEX,Both,2004,No data,,,
463763,COUNTRY,JPN,WPR,Western Pacific,SEX,Both,2004,No data,,,
474461,COUNTRY,CHE,EUR,Europe,SEX,Both,2004,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
496382,COUNTRY,DEU,EUR,Europe,SEX,Both,2004,No data,,,
516198,COUNTRY,YEM,EMR,Eastern Mediterranean,SEX,Both,2004,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
575614,COUNTRY,CPV,AFR,Africa,SEX,Both,2004,0.48 [0.43 - 0.56],0.48,0.43,0.56
618911,COUNTRY,LVA,EUR,Europe,SEX,Both,2004,0.16 [0.13 - 0.18],0.16,0.13,0.18
636139,COUNTRY,PRK,SEAR,South-East Asia,SEX,Both,2004,No data,,,
648710,COUNTRY,ARM,EUR,Europe,SEX,Both,2004,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
737148,COUNTRY,MNG,WPR,Western Pacific,SEX,Both,2004,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
764575,COUNTRY,FIN,EUR,Europe,SEX,Both,2004,No data,,,
794388,COUNTRY,IND,SEAR,South-East Asia,SEX,Both,2004,No data,,,
924980,COUNTRY,ESP,EUR,Europe,SEX,Both,2004,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
986027,COUNTRY,ISR,EUR,Europe,SEX,Both,2004,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1090946,COUNTRY,BLZ,AMR,Americas,SEX,Both,2004,0.93 [0.85 - 1],0.93,0.85,1.0
1128879,COUNTRY,MNE,EUR,Europe,SEX,Both,2004,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1226571,COUNTRY,COK,WPR,Western Pacific,SEX,Both,2004,No data,,,
1249804,COUNTRY,CRI,AMR,Americas,SEX,Both,2004,0.15 [0.13 - 0.18],0.15,0.13,0.18
1274414,COUNTRY,CHN,WPR,Western Pacific,SEX,Both,2004,No data,,,
1415414,COUNTRY,MDG,AFR,Africa,SEX,Both,2004,No data,,,
1560734,COUNTRY,ERI,AFR,Africa,SEX,Both,2004,0.52 [0.35 - 0.75],0.52,0.35,0.75
1576133,COUNTRY,ROU,EUR,Europe,SEX,Both,2004,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1649850,COUNTRY,MAR,EMR,Eastern Mediterranean,SEX,Both,2004,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1682502,COUNTRY,GHA,AFR,Africa,SEX,Both,2004,1.3 [1.1 - 1.6],1.3,1.1,1.6
1736893,COUNTRY,TJK,EUR,Europe,SEX,Both,2004,0.14 [0.12 - 0.18],0.14,0.12,0.18
1765632,COUNTRY,GMB,AFR,Africa,SEX,Both,2004,1.5 [1.2 - 2],1.5,1.2,2.0
1825537,COUNTRY,LCA,AMR,Americas,SEX,Both,2004,No data,,,
1893084,COUNTRY,VNM,WPR,Western Pacific,SEX,Both,2004,0.25 [0.22 - 0.28],0.25,0.22,0.28
1913470,COUNTRY,FSM,WPR,Western Pacific,SEX,Both,2004,No data,,,
1981665,COUNTRY,UZB,EUR,Europe,SEX,Both,2004,No data,,,
1981803,COUNTRY,KNA,AMR,Americas,SEX,Both,2004,No data,,,
1987878,COUNTRY,TCD,AFR,Africa,SEX,Both,2004,1.1 [0.84 - 1.4],1.1,0.84,1.4
1998086,COUNTRY,NAM,AFR,Africa,SEX,Both,2004,9.1 [8.3 - 10],9.1,8.3,10.0
2053032,COUNTRY,VEN,AMR,Americas,SEX,Both,2004,0.47 [0.41 - 0.52],0.47,0.41,0.52
2187307,COUNTRY,HRV,EUR,Europe,SEX,Both,2004,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
2193198,REGION,SEAR,,,SEX,Both,2004,0.18 [0.13 - 0.24],0.18,0.13,0.24
2198505,COUNTRY,MHL,WPR,Western Pacific,SEX,Both,2004,No data,,,
2224113,COUNTRY,SYC,AFR,Africa,SEX,Both,2004,No data,,,
2250759,COUNTRY,GAB,AFR,Africa,SEX,Both,2004,2.5 [2 - 3.2],2.5,2.0,3.2
