Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,YEAR,Value,NumericValue
12427,COUNTRY,MUS,AFR,Africa,2015,11 000 [9800 - 12 000],11000.0
17354,COUNTRY,TUR,EUR,Europe,2015,No data,
34197,COUNTRY,COD,AFR,Africa,2015,490 000 [410 000 - 600 000],490000.0
57382,COUNTRY,SRB,EUR,Europe,2015,2700 [2200 - 3200],2700.0
57667,COUNTRY,SEN,AFR,Africa,2015,40 000 [36 000 - 46 000],40000.0
168400,COUNTRY,CUB,AMR,Americas,2015,31 000 [27 000 - 35 000],31000.0
210508,COUNTRY,SSD,AFR,Africa,2015,170 000 [130 000 - 210 000],170000.0
251558,COUNTRY,ROU,EUR,Europe,2015,15 000 [14 000 - 17 000],15000.0
301283,COUNTRY,LCA,AMR,Americas,2015,No data,
340055,COUNTRY,BWA,AFR,Africa,2015,350 000 [330 000 - 370 000],350000.0
467016,COUNTRY,GRD,AMR,Americas,2015,No data,
496204,COUNTRY,DJI,EMR,Eastern Mediterranean,2015,10 000 [7800 - 14 000],10000.0
574721,COUNTRY,BGR,EUR,Europe,2015,2600 [2200 - 2900],2600.0
631587,COUNTRY,CHE,EUR,Europe,2015,16 000 [14 000 - 18 000],16000.0
637816,COUNTRY,PNG,WPR,Western Pacific,2015,45 000 [42 000 - 49 000],45000.0
653450,COUNTRY,PAN,AMR,Americas,2015,23 000 [21 000 - 24 000],23000.0
672226,COUNTRY,CAN,AMR,Americas,2015,55 000 [46 000 - 63 000],55000.0
696705,COUNTRY,SOM,EMR,Eastern Mediterranean,2015,12 000 [10 000 - 14 000],12000.0
752895,COUNTRY,BHR,EMR,Eastern Mediterranean,2015,No data,
843868,COUNTRY,CZE,EUR,Europe,2015,3000 [2500 - 3600],3000.0
847073,COUNTRY,TUV,WPR,Western Pacific,2015,No data,
906904,COUNTRY,ARM,EUR,Europe,2015,3400 [3200 - 3600],3400.0
908870,COUNTRY,CIV,AFR,Africa,2015,460 000 [420 000 - 510 000],460000.0
920024,COUNTRY,IND,SEAR,South-East Asia,2015,No data,
943147,COUNTRY,SDN,EMR,Eastern Mediterranean,2015,31 000 [24 000 - 41 000],31000.0
982557,COUNTRY,FSM,WPR,Western Pacific,2015,No data,
1031485,COUNTRY,NER,AFR,Africa,2015,32 000 [30 000 - 35 000],32000.0
1039302,COUNTRY,JAM,AMR,Americas,2015,25 000 [23 000 - 27 000],25000.0
1085125,COUNTRY,STP,AFR,Africa,2015,No data,
1095082,COUNTRY,CMR,AFR,Africa,2015,No data,
