Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,Dim1Type,Dim1,YEAR,Value,NumericValue,Low,High
38772,COUNTRY,VNM,WPR,Western Pacific,SEX,Male,2012,0.2 [0.18 - 0.23],0.2,0.18,0.23
45330,COUNTRY,SVN,EUR,Europe,SEX,Male,2012,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
188711,COUNTRY,ERI,AFR,Africa,SEX,Male,2012,0.15 [<0.1 - 0.24],0.15,0.1,0.24
215567,COUNTRY,JPN,WPR,Western Pacific,SEX,Male,2012,No data,,,
252911,COUNTRY,PAN,AMR,Americas,SEX,Male,2012,0.54 [0.45 - 0.6],0.54,0.45,0.6
267961,COUNTRY,LBY,EMR,Eastern Mediterranean,SEX,Male,2012,No data,,,
373553,COUNTRY,GMB,AFR,Africa,SEX,Male,2012,0.93 [0.69 - 1.3],0.93,0.69,1.3
409877,COUNTRY,GRD,AMR,Americas,SEX,Male,2012,No data,,,
513085,COUNTRY,MDV,SEAR,South-East Asia,SEX,Male,2012,No data,,,
575882,COUNTRY,EGY,EMR,Eastern Mediterranean,SEX,Male,2012,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
650722,COUNTRY,DNK,EUR,Europe,SEX,Male,2012,No data,,,
715083,COUNTRY,ESP,EUR,Europe,SEX,Male,2012,0.15 [0.11 - 0.17],0.15,0.11,0.17
766824,COUNTRY,SSD,AFR,Africa,SEX,Male,2012,1 [0.77 - 1.3],1.0,0.77,1.3
792471,COUNTRY,SYR,EMR,Eastern Mediterranean,SEX,Male,2012,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
884865,COUNTRY,NRU,WPR,Western Pacific,SEX,Male,2012,No data,,,
1000095,COUNTRY,HND,AMR,Americas,SEX,Male,2012,<0.1 [<0.1 - 0.14],0.1,0.1,0.14
1026905,COUNTRY,COD,AFR,Africa,SEX,Male,2012,0.34 [0.26 - 0.45],0.34,0.26,0.45
1056722,COUNTRY,TKM,EUR,Europe,SEX,Male,2012,No data,,,
1067926,COUNTRY,BRB,AMR,Americas,SEX,Male,2012,0.4 [0.29 - 0.53],0.4,0.29,0.53
1111305,COUNTRY,MLT,EUR,Europe,SEX,Male,2012,0.12 [<0.1 - 0.14],0.12,0.1,0.14
1187150,COUNTRY,BLR,EUR,Europe,SEX,Male,2012,0.38 [0.28 - 0.5],0.38,0.28,0.5
1246936,REGION,EUR,,,SEX,Male,2012,0.25 [0.21 - 0.3],0.25,0.21,0.3
