Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,YEAR,Value,NumericValue
8479,COUNTRY,GRD,AMR,Americas,2022,No data,
26340,COUNTRY,SLE,AFR,Africa,2022,76 000 [64 000 - 90 000],76000.0
75140,COUNTRY,TGO,AFR,Africa,2022,110 000 [89 000 - 130 000],110000.0
131490,COUNTRY,ERI,AFR,Africa,2022,13 000 [11 000 - 17 000],13000.0
166019,COUNTRY,CUB,AMR,Americas,2022,42 000 [36 000 - 48 000],42000.0
238505,COUNTRY,BEL,EUR,Europe,2022,No data,
258271,COUNTRY,THA,SEAR,South-East Asia,2022,580 000 [510 000 - 670 000],580000.0
398966,COUNTRY,PRK,SEAR,South-East Asia,2022,No data,
457347,COUNTRY,KIR,WPR,Western Pacific,2022,No data,
463307,COUNTRY,PRT,EUR,Europe,2022,47 000 [41 000 - 52 000],47000.0
512447,COUNTRY,EGY,EMR,Eastern Mediterranean,2022,35 000 [30 000 - 41 000],35000.0
539096,COUNTRY,BHS,AMR,Americas,2022,4100 [3600 - 4700],4100.0
591396,COUNTRY,LBY,EMR,Eastern Mediterranean,2022,6600 [6000 - 7200],6600.0
620679,COUNTRY,AZE,EUR,Europe,2022,10 000 [8500 - 12 000],10000.0
647497,COUNTRY,PAN,AMR,Americas,2022,29 000 [26 000 - 32 000],29000.0
742362,COUNTRY,CZE,EUR,Europe,2022,4000 [3400 - 4700],4000.0
812668,COUNTRY,CAN,AMR,Americas,2022,No data,
923688,COUNTRY,CMR,AFR,Africa,2022,No data,
1021906,COUNTRY,NER,AFR,Africa,2022,31 000 [28 000 - 35 000],31000.0
1038524,COUNTRY,BGD,SEAR,South-East Asia,2022,15 000 [14 000 - 15 000],15000.0
1069623,COUNTRY,IRQ,EMR,Eastern Mediterranean,2022,2900 [2400 - 3500],2900.0
1151081,COUNTRY,BIH,EUR,Europe,2022,580 [<500 - 790],580.0
1202573,COUNTRY,FSM,WPR,Western Pacific,2022,No data,
1221390,COUNTRY,AUS,WPR,Western Pacific,2022,29 000 [26 000 - 32 000],29000.0
1266786,COUNTRY,BLZ,AMR,Americas,2022,3600 [3200 - 3900],3600.0
1300718,COUNTRY,TZA,AFR,Africa,2022,1 700 000 [1 600 000 - 1 800 000],1700000.0
1467138,COUNTRY,MKD,EUR,Europe,2022,620 [<500 - 730],620.0
1510700,COUNTRY,ISL,EUR,Europe,2022,<500 [<500 - <500],500.0
1514946,REGION,WPR,,,2022,2 200 000 [2 100 000 - 2 400 000],2200000.0
1574342,COUNTRY,MWI,AFR,Africa,2022,990 000 [940 000 - 1 100 000],990000.0
1616053,COUNTRY,STP,AFR,Africa,2022,No data,
1712006,COUNTRY,COD,AFR,Africa,2022,510 000 [410 000 - 630 000],510000.0
1753406,COUNTRY,GBR,EUR,Europe,2022,No data,
1771916,COUNTRY,MAR,EMR,Eastern Mediterranean,2022,23 000 [21 000 - 25 000],23000.0
1793773,COUNTRY,COL,AMR,Americas,2022,230 000 [180 000 - 300 000],230000.0
1800856,COUNTRY,URY,AMR,Americas,2022,15 000 [12 000 - 21 000],15000.0
1802821,COUNTRY,FIN,EUR,Europe,2022,No data,
1865242,COUNTRY,KGZ,EUR,Europe,2022,11 000 [10 000 - 12 000],11000.0
1871174,COUNTRY,IRL,EUR,Europe,2022,8000 [6800 - 9000],8000.0
1879034,COUNTRY,BDI,AFR,Africa,2022,82 000 [73 000 - 94 000],82000.0
1903838,COUNTRY,ROU,EUR,Europe,2022,18 000 [16 000 - 21 000],18000.0
1927342,COUNTRY,POL,EUR,Europe,2022,No data,
1972332,COUNTRY,UGA,AFR,Africa,2022,1 500 000 [1 400 000 - 1 600 000],1500000.0
1981529,COUNTRY,CIV,AFR,Africa,2022,430 000 [380 000 - 490 000],430000.0
1982923,COUNTRY,SGP,WPR,Western Pacific,2022,8000 [6300 - 9100],8000.0
2003913,COUNTRY,LUX,EUR,Europe,2022,1500 [1300 - 1700],1500.0
2096938,COUNTRY,ARM,EUR,Europe,2022,5900 [5500 - 6400],5900.0
2129775,COUNTRY,ETH,AFR,Africa,2022,610 000 [510 000 - 740 000],610000.0
2149179,REGION,AMR,,,2022,3 900 000 [3 400 000 - 4 400 000],3900000.0
2197566,COUNTRY,BWA,AFR,Africa,2022,360 000 [340 000 - 380 000],360000.0
2321765,COUNTRY,ZMB,AFR,Africa,2022,1 300 000 [1 300 000 - 1 500 000],1300000.0
