Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,Dim1Type,Dim1,YEAR,Value,NumericValue,Low,High
72064,COUNTRY,KGZ,EUR,Europe,SEX,Male,2011,0.16 [0.15 - 0.18],0.16,0.15,0.18
300078,COUNTRY,ITA,EUR,Europe,SEX,Male,2011,0.11 [<0.1 - 0.13],0.11,0.1,0.13
308299,COUNTRY,MMR,SEAR,South-East Asia,SEX,Male,2011,0.39 [0.35 - 0.44],0.39,0.35,0.44
360720,COUNTRY,GNQ,AFR,Africa,SEX,Male,2011,No data,,,
378885,COUNTRY,MHL,WPR,Western Pacific,SEX,Male,2011,No data,,,
411523,COUNTRY,BIH,EUR,Europe,SEX,Male,2011,<0.1 [<0.01 - <0.1],0.1,0.01,0.1
450985,COUNTRY,AZE,EUR,Europe,SEX,Male,2011,0.12 [<0.1 - 0.15],0.12,0.1,0.15
509531,COUNTRY,SOM,EMR,Eastern Mediterranean,SEX,Male,2011,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
521849,COUNTRY,DJI,EMR,Eastern Mediterranean,SEX,Male,2011,0.7 [0.45 - 1.2],0.7,0.45,1.2
589974,COUNTRY,BHS,AMR,Americas,SEX,Male,2011,0.54 [0.43 - 0.68],0.54,0.43,0.68
593337,COUNTRY,BRN,WPR,Western Pacific,SEX,Male,2011,No data,,,
649369,COUNTRY,SWE,EUR,Europe,SEX,Male,2011,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
717441,COUNTRY,CHE,EUR,Europe,SEX,Male,2011,<0.1 [<0.1 - 0.12],0.1,0.1,0.12
775154,COUNTRY,ETH,AFR,Africa,SEX,Male,2011,0.25 [0.11 - 0.54],0.25,0.11,0.54
786007,COUNTRY,JAM,AMR,Americas,SEX,Male,2011,0.54 [0.43 - 0.66],0.54,0.43,0.66
854339,COUNTRY,CMR,AFR,Africa,SEX,Male,2011,No data,,,
893517,COUNTRY,FRA,EUR,Europe,SEX,Male,2011,0.15 [0.11 - 0.17],0.15,0.11,0.17
1041916,REGION,EUR,,,SEX,Male,2011,0.25 [0.21 - 0.29],0.25,0.21,0.29
1214851,COUNTRY,BHR,EMR,Eastern Mediterranean,SEX,Male,2011,No data,,,
1224689,REGION,AFR,,,SEX,Male,2011,1.4 [1 - 1.9],1.4,1.0,1.9
1241206,COUNTRY,THA,SEAR,South-East Asia,SEX,Male,2011,0.33 [0.3 - 0.36],0.33,0.3,0.36
1326922,COUNTRY,BEL,EUR,Europe,SEX,Male,2011,No data,,,
1368193,COUNTRY,MNG,WPR,Western Pacific,SEX,Male,2011,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1373012,REGION,SEAR,,,SEX,Male,2011,0.13 [0.1 - 0.18],0.13,0.1,0.18
1411127,COUNTRY,CPV,AFR,Africa,SEX,Male,2011,0.44 [0.36 - 0.61],0.44,0.36,0.61
