Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,Dim1Type,Dim1,YEAR,Value,NumericValue,Low,High
3368,COUNTRY,GNB,AFR,Africa,SEX,Both,2019,0.73 [0.52 - 1.1],0.73,0.52,1.1
36119,COUNTRY,BFA,AFR,Africa,SEX,Both,2019,0.12 [<0.1 - 0.17],0.12,0.1,0.17
85193,COUNTRY,VEN,AMR,Americas,SEX,Both,2019,0.16 [0.13 - 0.19],0.16,0.13,0.19
113780,COUNTRY,LBR,AFR,Africa,SEX,Both,2019,0.29 [0.19 - 0.45],0.29,0.19,0.45
155097,COUNTRY,BDI,AFR,Africa,SEX,Both,2019,0.16 [0.11 - 0.23],0.16,0.11,0.23
212568,COUNTRY,TJK,EUR,Europe,SEX,Both,2019,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
215429,COUNTRY,DEU,EUR,Europe,SEX,Both,2019,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
307434,COUNTRY,SRB,EUR,Europe,SEX,Both,2019,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
320551,COUNTRY,BLR,EUR,Europe,SEX,Both,2019,0.13 [<0.1 - 0.25],0.13,0.1,0.25
337037,COUNTRY,NRU,WPR,Western Pacific,SEX,Both,2019,No data,,,
376410,COUNTRY,UKR,EUR,Europe,SEX,Both,2019,0.18 [0.13 - 0.25],0.18,0.13,0.25
453917,COUNTRY,ITA,EUR,Europe,SEX,Both,2019,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
518912,COUNTRY,AUS,WPR,Western Pacific,SEX,Both,2019,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
528496,COUNTRY,PRT,EUR,Europe,SEX,Both,2019,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
549237,COUNTRY,JOR,EMR,Eastern Mediterranean,SEX,Both,2019,<0.01 [<0.01 - <0.01],0.01,0.01,0.01
554523,COUNTRY,EST,EUR,Europe,SEX,Both,2019,<0.1 [<0.1 - 0.13],0.1,0.1,0.13
580929,COUNTRY,MDV,SEAR,South-East Asia,SEX,Both,2019,No data,,,
674945,REGION,SEAR,,,SEX,Both,2019,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
727083,COUNTRY,LBN,EMR,Eastern Mediterranean,SEX,Both,2019,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
747032,COUNTRY,SDN,EMR,Eastern Mediterranean,SEX,Both,2019,<0.1 [<0.1 - 0.15],0.1,0.1,0.15
804575,COUNTRY,LSO,AFR,Africa,SEX,Both,2019,5 [4 - 6.5],5.0,4.0,6.5
837679,COUNTRY,SLV,AMR,Americas,SEX,Both,2019,0.13 [0.11 - 0.15],0.13,0.11,0.15
965523,COUNTRY,ZMB,AFR,Africa,SEX,Both,2019,3.5 [3 - 4.1],3.5,3.0,4.1
1045867,COUNTRY,IRL,EUR,Europe,SEX,Both,2019,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1178710,COUNTRY,DZA,AFR,Africa,SEX,Both,2019,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1180518,COUNTRY,MMR,SEAR,South-East Asia,SEX,Both,2019,0.21 [0.18 - 0.23],0.21,0.18,0.23
1193004,COUNTRY,TKM,EUR,Europe,SEX,Both,2019,No data,,,
1256108,COUNTRY,BHS,AMR,Americas,SEX,Both,2019,0.18 [0.13 - 0.29],0.18,0.13,0.29
1259983,COUNTRY,SLE,AFR,Africa,SEX,Both,2019,0.61 [0.44 - 0.84],0.61,0.44,0.84
1283337,COUNTRY,MNE,EUR,Europe,SEX,Both,2019,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1304588,COUNTRY,NOR,EUR,Europe,SEX,Both,2019,No data,,,
1318193,COUNTRY,GRC,EUR,Europe,SEX,Both,2019,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1353174,COUNTRY,BEL,EUR,Europe,SEX,Both,2019,No data,,,
1380965,COUNTRY,CYP,EUR,Europe,SEX,Both,2019,No data,,,
1475627,COUNTRY,GBR,EUR,Europe,SEX,Both,2019,No data,,,
1733521,COUNTRY,MAR,EMR,Eastern Mediterranean,SEX,Both,2019,<0.1 [<0.1 - <0.1],0.1,0.1,0.1
1746215,COUNTRY,TON,WPR,Western Pacific,SEX,Both,2019,No data,,,
1790538,COUNTRY,MDA,EUR,Europe,SEX,Both,2019,0.31 [0.22 - 0.45],0.31,0.22,0.45
1817471,COUNTRY,CPV,AFR,Africa,SEX,Both,2019,0.48 [0.37 - 0.63],0.48,0.37,0.63
1822797,COUNTRY,NGA,AFR,Africa,SEX,Both,2019,0.52 [0.44 - 0.65],0.52,0.44,0.65
1831201,COUNTRY,BRB,AMR,Americas,SEX,Both,2019,0.19 [0.13 - 0.26],0.19,0.13,0.26
1906936,COUNTRY,LVA,EUR,Europe,SEX,Both,2019,0.22 [0.2 - 0.25],0.22,0.2,0.25
1947293,COUNTRY,GAB,AFR,Africa,SEX,Both,2019,0.99 [0.59 - 1.7],0.99,0.59,1.7
2017997,COUNTRY,PER,AMR,Americas,SEX,Both,2019,0.19 [0.15 - 0.24],0.19,0.15,0.24
2103158,COUNTRY,GMB,AFR,Africa,SEX,Both,2019,0.72 [0.49 - 1.1],0.72,0.49,1.1
2138898,COUNTRY,UZB,EUR,Europe,SEX,Both,2019,0.1 [<0.1 - 0.11],0.1,0.1,0.11
2139017,COUNTRY,SLB,WPR,Western Pacific,SEX,Both,2019,No data,,,
2240676,COUNTRY,PRK,SEAR,South-East Asia,SEX,Both,2019,No data,,,
