Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,YEAR,Value,NumericValue
36931,COUNTRY,GAB,AFR,Africa,2016,53 000 [45 000 - 61 000],53000.0
43515,COUNTRY,URY,AMR,Americas,2016,12 000 [9600 - 16 000],12000.0
45557,COUNTRY,GTM,AMR,Americas,2016,31 000 [30 000 - 33 000],31000.0
142473,COUNTRY,CPV,AFR,Africa,2016,2900 [2600 - 3400],2900.0
266870,COUNTRY,BGR,EUR,Europe,2016,2700 [2300 - 3000],2700.0
267714,COUNTRY,THA,SEAR,South-East Asia,2016,630 000 [570 000 - 720 000],630000.0
298310,COUNTRY,NGA,AFR,Africa,2016,2 000 000 [1 800 000 - 2 200 000],2000000.0
339136,COUNTRY,AFG,EMR,Eastern Mediterranean,2016,7100 [3000 - 22 000],7100.0
397140,COUNTRY,AUT,EUR,Europe,2016,No data,
402593,COUNTRY,SRB,EUR,Europe,2016,2900 [2300 - 3300],2900.0
463974,COUNTRY,YEM,EMR,Eastern Mediterranean,2016,9900 [6700 - 14 000],9900.0
494582,COUNTRY,IRN,EMR,Eastern Mediterranean,2016,45 000 [32 000 - 67 000],45000.0
515643,COUNTRY,SSD,AFR,Africa,2016,160 000 [130 000 - 190 000],160000.0
523723,COUNTRY,LKA,SEAR,South-East Asia,2016,4500 [4300 - 4700],4500.0
627156,COUNTRY,VUT,WPR,Western Pacific,2016,No data,
680100,COUNTRY,BRA,AMR,Americas,2016,800 000 [740 000 - 860 000],800000.0
742792,COUNTRY,ERI,AFR,Africa,2016,16 000 [12 000 - 20 000],16000.0
865428,COUNTRY,SYC,AFR,Africa,2016,No data,
880139,COUNTRY,PNG,WPR,Western Pacific,2016,48 000 [44 000 - 52 000],48000.0
972148,COUNTRY,PAK,EMR,Eastern Mediterranean,2016,150 000 [130 000 - 160 000],150000.0
1055389,COUNTRY,BHS,AMR,Americas,2016,4200 [3800 - 4600],4200.0
1056982,COUNTRY,ZMB,AFR,Africa,2016,1 200 000 [1 100 000 - 1 300 000],1200000.0
1069213,COUNTRY,LBR,AFR,Africa,2016,37 000 [32 000 - 44 000],37000.0
1154107,COUNTRY,HUN,EUR,Europe,2016,No data,
1188039,COUNTRY,AND,EUR,Europe,2016,No data,
1243544,COUNTRY,BLR,EUR,Europe,2016,24 000 [20 000 - 30 000],24000.0
1253046,COUNTRY,CHN,WPR,Western Pacific,2016,No data,
1297356,REGION,AFR,,,2016,24 500 000 [22 200 000 - 27 200 000],24500000.0
1357665,COUNTRY,AZE,EUR,Europe,2016,8800 [7400 - 10 000],8800.0
1436759,COUNTRY,MAR,EMR,Eastern Mediterranean,2016,20 000 [18 000 - 22 000],20000.0
1466582,COUNTRY,COM,AFR,Africa,2016,<200 [<100 - <500],200.0
1497610,REGION,WPR,,,2016,1 800 000 [1 700 000 - 1 900 000],1800000.0
1752247,COUNTRY,DOM,AMR,Americas,2016,75 000 [63 000 - 87 000],75000.0
1778694,COUNTRY,SVN,EUR,Europe,2016,710 [570 - 840],710.0
1781480,COUNTRY,RUS,EUR,Europe,2016,No data,
1794385,COUNTRY,CAF,AFR,Africa,2016,No data,
1798953,COUNTRY,TUV,WPR,Western Pacific,2016,No data,
1840957,COUNTRY,MWI,AFR,Africa,2016,1 000 000 [960 000 - 1 100 000],1000000.0
1867627,COUNTRY,MYS,WPR,Western Pacific,2016,82 000 [74 000 - 89 000],82000.0
1880988,COUNTRY,IRL,EUR,Europe,2016,6200 [5400 - 6800],6200.0
1912467,COUNTRY,ETH,AFR,Africa,2016,650 000 [540 000 - 780 000],650000.0
