Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,YEAR,Value,NumericValue
133486,COUNTRY,AGO,AFR,Africa,2007,210 000 [190 000 - 240 000],210000.0
141206,COUNTRY,PRY,AMR,Americas,2007,9200 [7800 - 11 000],9200.0
207180,COUNTRY,SWE,EUR,Europe,2007,No data,
276408,COUNTRY,SYR,EMR,Eastern Mediterranean,2007,<500 [<500 - <500],500.0
350617,COUNTRY,GMB,AFR,Africa,2007,21 000 [16 000 - 27 000],21000.0
424173,COUNTRY,MLI,AFR,Africa,2007,110 000 [97 000 - 130 000],110000.0
426138,COUNTRY,LKA,SEAR,South-East Asia,2007,4100 [4100 - 4200],4100.0
426956,COUNTRY,UKR,EUR,Europe,2007,250 000 [220 000 - 280 000],250000.0
458686,COUNTRY,CYP,EUR,Europe,2007,No data,
474690,COUNTRY,SWZ,AFR,Africa,2007,180 000 [170 000 - 190 000],180000.0
528358,COUNTRY,LTU,EUR,Europe,2007,1700 [1600 - 1900],1700.0
649991,COUNTRY,KNA,AMR,Americas,2007,No data,
657929,COUNTRY,USA,AMR,Americas,2007,No data,
722219,COUNTRY,DEU,EUR,Europe,2007,No data,
724856,REGION,AMR,,,2007,2 500 000 [2 200 000 - 2 800 000],2500000.0
738980,COUNTRY,DZA,AFR,Africa,2007,7400 [7100 - 7800],7400.0
860016,COUNTRY,NAM,AFR,Africa,2007,200 000 [180 000 - 210 000],200000.0
959755,COUNTRY,AUS,WPR,Western Pacific,2007,18 000 [17 000 - 19 000],18000.0
967997,COUNTRY,NIU,WPR,Western Pacific,2007,No data,
1010162,COUNTRY,NZL,WPR,Western Pacific,2007,2000 [1700 - 2200],2000.0
1057132,COUNTRY,UZB,EUR,Europe,2007,13 000 [10 000 - 15 000],13000.0
1146947,COUNTRY,ZMB,AFR,Africa,2007,850 000 [810 000 - 900 000],850000.0
1200156,COUNTRY,COK,WPR,Western Pacific,2007,No data,
1248101,COUNTRY,MDA,EUR,Europe,2007,15 000 [12 000 - 18 000],15000.0
1378507,COUNTRY,BGR,EUR,Europe,2007,1700 [1500 - 2000],1700.0
1430992,COUNTRY,GUY,AMR,Americas,2007,6000 [4300 - 8900],6000.0
1446744,COUNTRY,ARE,EMR,Eastern Mediterranean,2007,<500 [<500 - <500],500.0
1535840,COUNTRY,GNB,AFR,Africa,2007,36 000 [32 000 - 41 000],36000.0
1547684,COUNTRY,BHR,EMR,Eastern Mediterranean,2007,No data,
1596983,COUNTRY,MHL,WPR,Western Pacific,2007,No data,
1599056,COUNTRY,KEN,AFR,Africa,2007,1 500 000 [1 400 000 - 1 700 000],1500000.0
1660337,COUNTRY,CPV,AFR,Africa,2007,1900 [1700 - 2200],1900.0
1672097,COUNTRY,DOM,AMR,Americas,2007,74 000 [66 000 - 85 000],74000.0
1683096,COUNTRY,ISL,EUR,Europe,2007,<200 [<200 - <200],200.0
1761159,COUNTRY,THA,SEAR,South-East Asia,2007,770 000 [690 000 - 860 000],770000.0
1767078,COUNTRY,IRL,EUR,Europe,2007,3800 [3400 - 4100],3800.0
1789134,COUNTRY,ARG,AMR,Americas,2007,80 000 [74 000 - 85 000],80000.0
1851491,COUNTRY,SVN,EUR,Europe,2007,<500 [<500 - <500],500.0
1854234,COUNTRY,MWI,AFR,Africa,2007,900 000 [850 000 - 960 000],900000.0
1878399,COUNTRY,MEX,AMR,Americas,2007,170 000 [160 000 - 180 000],170000.0
