Id,SpatialDimType,SpatialDim,ParentLocationCode,ParentLocation,YEAR,Value,NumericValue
121066,COUNTRY,SRB,EUR,Europe,2005,1400 [1100 - 1600],1400.0
302396,COUNTRY,PNG,WPR,Western Pacific,2005,23 000 [21 000 - 25 000],23000.0
319126,COUNTRY,AUS,WPR,Western Pacific,2005,16 000 [15 000 - 17 000],16000.0
346624,COUNTRY,SVK,EUR,Europe,2005,<500 [<200 - <500],500.0
361721,COUNTRY,KAZ,EUR,Europe,2005,8300 [7100 - 9700],8300.0
411374,COUNTRY,NRU,WPR,Western Pacific,2005,No data,
449838,COUNTRY,EGY,EMR,Eastern Mediterranean,2005,2800 [2600 - 3100],2800.0
601263,COUNTRY,KHM,WPR,Western Pacific,2005,84 000 [74 000 - 95 000],84000.0
655063,COUNTRY,GHA,AFR,Africa,2005,300 000 [260 000 - 340 000],300000.0
741005,COUNTRY,LVA,EUR,Europe,2005,4100 [3700 - 4400],4100.0
786312,COUNTRY,UZB,EUR,Europe,2005,6600 [3600 - 9000],6600.0
829425,COUNTRY,ISL,EUR,Europe,2005,<200 [<100 - <200],200.0
845456,COUNTRY,SLV,AMR,Americas,2005,17 000 [16 000 - 19 000],17000.0
949656,COUNTRY,ARE,EMR,Eastern Mediterranean,2005,<500 [<200 - <500],500.0
970440,COUNTRY,HRV,EUR,Europe,2005,860 [730 - 950],860.0
1122560,COUNTRY,TTO,AMR,Americas,2005,No data,
1161681,COUNTRY,COL,AMR,Americas,2005,130 000 [98 000 - 160 000],130000.0
1211499,COUNTRY,SLB,WPR,Western Pacific,2005,No data,
1270024,COUNTRY,IRN,EMR,Eastern Mediterranean,2005,42 000 [30 000 - 56 000],42000.0
1348647,COUNTRY,SEN,AFR,Africa,2005,43 000 [36 000 - 50 000],43000.0
1355607,COUNTRY,NER,AFR,Africa,2005,49 000 [44 000 - 55 000],49000.0
1398373,COUNTRY,IRQ,EMR,Eastern Mediterranean,2005,540 [<500 - 760],540.0
1424943,COUNTRY,SGP,WPR,Western Pacific,2005,2300 [1900 - 2500],2300.0
1514302,COUNTRY,AUT,EUR,Europe,2005,No data,
1539284,COUNTRY,PHL,WPR,Western Pacific,2005,4300 [3600 - 4900],4300.0
1769995,COUNTRY,MUS,AFR,Africa,2005,7800 [6500 - 9100],7800.0
1855382,COUNTRY,COG,AFR,Africa,2005,85 000 [75 000 - 96 000],85000.0
1909811,COUNTRY,SAU,EMR,Eastern Mediterranean,2005,8400 [7700 - 9100],8400.0
1927794,COUNTRY,LUX,EUR,Europe,2005,530 [<500 - 600],530.0
1949864,COUNTRY,TJK,EUR,Europe,2005,5800 [4600 - 7200],5800.0
2112557,COUNTRY,VCT,AMR,Americas,2005,No data,
2121611,COUNTRY,SMR,EUR,Europe,2005,No data,
2210655,COUNTRY,TCD,AFR,Africa,2005,110 000 [89 000 - 140 000],110000.0
2246384,COUNTRY,PAN,AMR,Americas,2005,15 000 [14 000 - 16 000],15000.0
2322969,COUNTRY,COD,AFR,Africa,2005,570 000 [470 000 - 710 000],570000.0
2329302,COUNTRY,BGR,EUR,Europe,2005,1600 [1400 - 1900],1600.0
2352347,COUNTRY,NAM,AFR,Africa,2005,190 000 [180 000 - 210 000],190000.0
2375936,COUNTRY,WSM,WPR,Western Pacific,2005,No data,
2551894,COUNTRY,CAN,AMR,Americas,2005,43 000 [36 000 - 49 000],43000.0
2697119,COUNTRY,MDV,SEAR,South-East Asia,2005,No data,
2738752,COUNTRY,TLS,SEAR,South-East Asia,2005,810 [690 - 1100],810.0
2739042,COUNTRY,BGD,SEAR,South-East Asia,2005,4100 [4100 - 4200],4100.0
2811539,COUNTRY,ZAF,AFR,Africa,2005,4 900 000 [4 400 000 - 5 300 000],4900000.0
2839066,COUNTRY,CHL,AMR,Americas,2005,24 000 [21 000 - 26 000],24000.0
2843704,COUNTRY,BEL,EUR,Europe,2005,No data,
2940010,COUNTRY,NIU,WPR,Western Pacific,2005,No data,
2976302,COUNTRY,MYS,WPR,Western Pacific,2005,63 000 [54 000 - 71 000],63000.0
2979878,COUNTRY,QAT,EMR,Eastern Mediterranean,2005,<100 [<100 - <100],100.0
3059276,COUNTRY,CMR,AFR,Africa,2005,No data,
3168976,COUNTRY,ESP,EUR,Europe,2005,120 000 [100 000 - 130 000],120000.0
3271908,COUNTRY,TON,WPR,Western Pacific,2005,No data,
3352206,COUNTRY,BLR,EUR,Europe,2005,7600 [6300 - 9300],7600.0
3385487,COUNTRY,BOL,AMR,Americas,2005,17 000 [15 000 - 21 000],17000.0
3412382,COUNTRY,JAM,AMR,Americas,2005,26 000 [24 000 - 28 000],26000.0
3454245,COUNTRY,NLD,EUR,Europe,2005,15 000 [13 000 - 17 000],15000.0
3531620,COUNTRY,BEN,AFR,Africa,2005,66 000 [57 000 - 77 000],66000.0
3543581,COUNTRY,CYP,EUR,Europe,2005,No data,
3545147,COUNTRY,MLT,EUR,Europe,2005,<500 [<200 - <500],500.0
3612027,COUNTRY,LBN,EMR,Eastern Mediterranean,2005,800 [740 - 860],800.0
3633914,COUNTRY,CRI,AMR,Americas,2005,5900 [5300 - 6400],5900.0
3637218,COUNTRY,VNM,WPR,Western Pacific,2005,180 000 [150 000 - 200 000],180000.0
3645120,COUNTRY,KWT,EMR,Eastern Mediterranean,2005,<200 [<200 - <500],200.0
3662398,COUNTRY,BWA,AFR,Africa,2005,300 000 [280 000 - 310 000],300000.0
3790611,COUNTRY,ISR,EUR,Europe,2005,4500 [3900 - 5000],4500.0
4027708,COUNTRY,CZE,EUR,Europe,2005,1300 [1100 - 1500],1300.0
4039401,COUNTRY,PAK,EMR,Eastern Mediterranean,2005,18 000 [15 000 - 21 000],18000.0
4112920,COUNTRY,MDG,AFR,Africa,2005,11 000 [6800 - 18 000],11000.0
4142880,COUNTRY,TZA,AFR,Africa,2005,1 100 000 [1 100 000 - 1 300 000],1100000.0
4154381,COUNTRY,SVN,EUR,Europe,2005,<500 [<500 - <500],500.0
4173006,COUNTRY,MKD,EUR,Europe,2005,<100 [<100 - <100],100.0
4241353,COUNTRY,BHR,EMR,Eastern Mediterranean,2005,No data,
4284540,COUNTRY,IDN,SEAR,South-East Asia,2005,240 000 [210 000 - 260 000],240000.0
4333941,COUNTRY,GNB,AFR,Africa,2005,35 000 [31 000 - 39 000],35000.0
4333971,COUNTRY,DNK,EUR,Europe,2005,4700 [4000 - 5200],4700.0
4429769,COUNTRY,SWE,EUR,Europe,2005,No data,
4432915,COUNTRY,MMR,SEAR,South-East Asia,2005,220 000 [200 000 - 240 000],220000.0
4458037,COUNTRY,CHE,EUR,Europe,2005,11 000 [9400 - 12 000],11000.0
4495765,COUNTRY,SOM,EMR,Eastern Mediterranean,2005,21 000 [17 000 - 25 000],21000.0
4528744,COUNTRY,RUS,EUR,Europe,2005,No data,
4601167,COUNTRY,SYC,AFR,Africa,2005,No data,
4641945,COUNTRY,ROU,EUR,Europe,2005,14 000 [13 000 - 15 000],14000.0
4643676,COUNTRY,KOR,WPR,Western Pacific,2005,No data,
4676766,COUNTRY,MDA,EUR,Europe,2005,14 000 [12 000 - 17 000],14000.0
4687616,COUNTRY,GTM,AMR,Americas,2005,27 000 [26 000 - 30 000],27000.0
4720195,COUNTRY,ETH,AFR,Africa,2005,720 000 [600 000 - 870 000],720000.0
4758729,COUNTRY,PRY,AMR,Americas,2005,7900 [6600 - 9600],7900.0
4764113,COUNTRY,BDI,AFR,Africa,2005,100 000 [88 000 - 110 000],100000.0
4777788,COUNTRY,ECU,AMR,Americas,2005,25 000 [22 000 - 30 000],25000.0
4825147,REGION,EMR,,,2005,160 000 [130 000 - 210 000],160000.0
5029249,COUNTRY,PRK,SEAR,South-East Asia,2005,No data,
5035603,COUNTRY,URY,AMR,Americas,2005,6700 [5200 - 8900],6700.0
5049523,REGION,AMR,,,2005,2 300 000 [2 000 000 - 2 600 000],2300000.0
5111582,COUNTRY,DOM,AMR,Americas,2005,75 000 [66 000 - 85 000],75000.0
5151052,COUNTRY,GAB,AFR,Africa,2005,41 000 [31 000 - 52 000],41000.0
5168436,COUNTRY,UKR,EUR,Europe,2005,250 000 [220 000 - 290 000],250000.0
5253044,COUNTRY,LSO,AFR,Africa,2005,250 000 [230 000 - 280 000],250000.0
5309841,COUNTRY,RWA,AFR,Africa,2005,220 000 [210 000 - 250 000],220000.0
5320123,COUNTRY,JOR,EMR,Eastern Mediterranean,2005,<200 [<200 - <200],200.0
5386863,COUNTRY,IRL,EUR,Europe,2005,3200 [2900 - 3400],3200.0
5403936,COUNTRY,FSM,WPR,Western Pacific,2005,No data,
5412009,COUNTRY,MNG,WPR,Western Pacific,2005,<500 [<500 - <500],500.0
5484679,COUNTRY,NOR,EUR,Europe,2005,No data,
5518401,COUNTRY,SYR,EMR,Eastern Mediterranean,2005,<500 [<500 - <500],500.0
5610629,COUNTRY,NPL,SEAR,South-East Asia,2005,33 000 [29 000 - 37 000],33000.0
5654961,COUNTRY,ATG,AMR,Americas,2005,No data,
5776942,COUNTRY,MRT,AFR,Africa,2005,9700 [8400 - 11 000],9700.0
5826968,COUNTRY,FIN,EUR,Europe,2005,No data,
5868364,COUNTRY,LBR,AFR,Africa,2005,43 000 [38 000 - 51 000],43000.0
5875711,COUNTRY,VUT,WPR,Western Pacific,2005,No data,
5904357,COUNTRY,PLW,WPR,Western Pacific,2005,No data,
5936453,COUNTRY,LCA,AMR,Americas,2005,No data,
5938965,COUNTRY,STP,AFR,Africa,2005,No data,
5964647,COUNTRY,GRD,AMR,Americas,2005,No data,
5978748,COUNTRY,FJI,WPR,Western Pacific,2005,<500 [<500 - 690],500.0
5986667,COUNTRY,OMN,EMR,Eastern Mediterranean,2005,1200 [1100 - 1400],1200.0
6036211,REGION,AFR,,,2005,20 100 000 [18 200 000 - 22 200 000],20100000.0
6084819,COUNTRY,GEO,EUR,Europe,2005,870 [740 - 990],870.0
6085380,COUNTRY,YEM,EMR,Eastern Mediterranean,2005,3800 [2600 - 5100],3800.0
6137336,COUNTRY,GUY,AMR,Americas,2005,5400 [3900 - 7800],5400.0
6215634,COUNTRY,SDN,EMR,Eastern Mediterranean,2005,22 000 [17 000 - 29 000],22000.0
6239986,COUNTRY,GRC,EUR,Europe,2005,5600 [4700 - 6400],5600.0
6298706,COUNTRY,SSD,AFR,Africa,2005,140 000 [100 000 - 180 000],140000.0
